利奇马_舟山,,,,,,,
时间1,实测,时间2,迭代次数1,迭代次数2,迭代次数3,迭代次数4,迭代次数5
2021/8/9 4:00,3.8155,2021/8/9 0:00,3.31475,3.234449504,3.26196603,3.21592433,3.41357567
2021/8/9 5:00,3.7638,2021/8/9 1:00,3.42161,3.428022685,3.311232567,3.447347256,3.395872744
2021/8/9 6:00,3.70866,2021/8/9 2:00,3.52839,3.533932845,3.41370102,3.468570474,3.588209526
2021/8/9 7:00,3.7638,2021/8/9 3:00,3.64067,3.53495155,3.663646999,3.690736033,3.590603967
2021/8/9 8:00,3.94992,2021/8/9 4:00,3.75324,3.741183584,3.707211594,3.785686084,3.720793916
2021/8/9 9:00,4.03264,2021/8/9 5:00,3.91704,3.971218885,3.901465903,3.900458935,3.933621065
2021/8/9 10:00,4.13948,2021/8/9 6:00,4.09698,4.003899376,4.071491146,4.074342625,4.119617375
2021/8/9 11:00,4.2739,2021/8/9 7:00,4.32094,4.327235971,4.294890594,4.296164057,4.345715943
2021/8/9 12:00,4.2739,2021/8/9 8:00,4.53474,4.495764319,4.431182206,4.555580304,4.513899696
2021/8/9 13:00,4.21876,2021/8/9 9:00,4.72278,4.71534035,4.642988336,4.786209114,4.659350886
2021/8/9 14:00,4.00507,2021/8/9 10:00,4.90848,4.796994063,4.866106025,4.87996937,4.93699063
2021/8/9 15:00,4.19463,2021/8/9 11:00,5.08279,5.101473069,5.050426466,5.03105312,5.13452688
2021/8/9 16:00,4.4359,2021/8/9 12:00,5.27393,5.261892356,5.289112833,5.281570919,5.266289081
2021/8/9 17:00,4.64959,2021/8/9 13:00,5.45662,5.446651793,5.402645409,5.458092186,5.455147814
2021/8/9 18:00,4.83915,2021/8/9 14:00,5.57067,5.47327905,5.45258314,5.467283008,5.674056992
2021/8/9 19:00,4.83915,2021/8/9 15:00,5.65461,5.616023676,5.642852663,5.577545816,5.731674184
2021/8/9 20:00,5.10454,2021/8/9 16:00,5.78423,5.683310784,5.760322299,5.842199243,5.726260757
2021/8/9 21:00,5.18726,2021/8/9 17:00,5.94565,5.87810587,5.932846414,5.873830979,6.017469021
2021/8/9 22:00,5.32168,2021/8/9 18:00,6.1283,6.145559244,6.013911116,6.050584012,6.206015988
2021/8/9 23:00,5.42853,2021/8/9 19:00,6.42211,6.410554172,6.333123337,6.490863991,6.353356009
2021/8/10 0:00,5.64222,2021/8/9 20:00,6.71405,6.6575174,6.687506676,6.760761089,6.667338911
2021/8/10 1:00,5.88348,2021/8/9 21:00,6.82414,6.860726871,6.819535102,6.846979549,6.801300451
2021/8/10 2:00,6.04547,2021/8/9 22:00,6.69,6.600696029,6.735792856,6.676910684,6.703089316
2021/8/10 3:00,6.04547,2021/8/9 23:00,6.55495,6.5263397,6.573731737,6.49456559,6.61533441
2021/8/10 4:00,6.15232,2021/8/10 0:00,6.4352,6.433183965,6.361726941,6.482658904,6.387741096
2021/8/10 5:00,6.15232,2021/8/10 1:00,6.37667,6.444420302,6.432413162,6.273123703,6.480216297
2021/8/10 6:00,5.99377,2021/8/10 2:00,6.49728,6.498119699,6.398447906,6.406173634,6.588386366
2021/8/10 7:00,5.80421,2021/8/10 3:00,6.36786,6.36988166,6.333940943,6.333644265,6.402075735
2021/8/10 8:00,5.75251,2021/8/10 4:00,6.23264,6.212514858,6.176627939,6.15840219,6.30687781
2021/8/10 9:00,5.64222,2021/8/10 5:00,5.94173,5.876977295,5.860862227,5.923517282,5.959942718
2021/8/10 10:00,5.42853,2021/8/10 6:00,5.69882,5.768328336,5.704131147,5.671744872,5.725895128
2021/8/10 11:00,5.66979,2021/8/10 7:00,5.53462,5.553644254,5.596169614,5.573503358,5.495736642
2021/8/10 12:00,5.91105,2021/8/10 8:00,5.43596,5.321915987,5.42465109,5.45042714,5.42149286
,,2021/8/10 9:00,5.31571,5.319406172,5.32982654,5.234596898,5.396823102
,,2021/8/10 10:00,5.22319,5.126619705,5.147581071,5.247381064,5.198998936
,,2021/8/10 11:00,5.1308,5.073782192,5.137393681,5.07281737,5.18878263
,,2021/8/10 12:00,5.07689,4.978844384,4.976289067,5.101899514,5.051880486
,,2021/8/10 13:00,5.00171,4.910379876,4.971662405,5.020986892,4.982433108
,,2021/8/10 14:00,4.96614,4.876011301,4.922108244,4.854629297,5.077650703
,,2021/8/10 15:00,4.98082,4.984911994,4.93761561,4.911087617,5.050552383
,,2021/8/10 16:00,4.89546,4.863381654,4.882501693,4.85241114,4.93850886
,,2021/8/10 17:00,4.77629,4.759611604,4.805435683,4.743896045,4.808683955
,,2021/8/10 18:00,4.66002,4.663273188,4.679030649,4.721081956,4.598958044
,,2021/8/10 19:00,4.53189,4.553698914,4.426476135,4.59093273,4.47284727
,,2021/8/10 20:00,4.39912,4.440476925,4.30470754,4.380352938,4.417887062
,,2021/8/10 21:00,4.19813,4.23350723,4.178740816,4.221298559,4.174961441
,,2021/8/10 22:00,3.99556,4.028446645,3.964714996,4.019799163,3.971320837
,,2021/8/10 23:00,3.82684,3.807504422,3.743126759,3.889316611,3.764363389
,,2021/8/11 0:00,3.7257,3.764131259,3.764893383,3.628151636,3.823248364
,,2021/8/11 1:00,3.68381,3.622759219,3.68449575,3.735696666,3.631923334
,,2021/8/11 2:00,3.65795,3.629720652,3.699282765,3.589041041,3.726858959
,,2021/8/11 3:00,3.61736,3.659555395,3.679736561,3.56729669,3.66742331
,,2021/8/11 4:00,3.52424,3.507430274,3.414981305,3.564553716,3.483926284
,,2021/8/11 5:00,3.41716,3.395367626,3.343268395,3.45737208,3.37694792
,,2021/8/11 6:00,3.3052,3.248511631,3.229896177,3.256682934,3.353717066
,,2021/8/11 7:00,3.19508,3.134489107,3.207169923,3.205706837,3.184453163
,,2021/8/11 8:00,3.08983,3.030846317,3.002230497,3.094545922,3.085114078
,,2021/8/11 9:00,2.99298,2.939235231,2.988194338,2.899560015,3.086399985
,,2021/8/11 10:00,2.90701,2.872838526,2.82738253,2.956895272,2.857124728
,,2021/8/11 11:00,2.82827,2.870819125,2.832252949,2.813432666,2.843107334
,,2021/8/11 12:00,2.75493,2.709307918,2.71246327,2.648217027,2.861642973
,,2021/8/11 13:00,2.68705,2.642846323,2.657597371,2.630028273,2.744071727
,,2021/8/11 14:00,2.62488,2.667511438,2.539581826,2.530085301,2.719674699
,,2021/8/11 15:00,2.57013,2.506478243,2.598691154,2.590916427,2.549343573
,,2021/8/11 16:00,2.53022,2.573110135,2.467196725,2.572774829,2.487665171
,,2021/8/11 17:00,2.49942,2.55410262,2.561087867,2.458903747,2.539936253
,,2021/8/11 18:00,2.473,2.507304707,2.440961786,2.464673961,2.481326039
,,2021/8/11 19:00,2.43889,2.466467011,2.421330204,2.373185022,2.504594978
,,2021/8/11 20:00,2.39242,2.417324564,2.433595344,2.369048263,2.415791737
,,2021/8/11 21:00,2.33815,2.367423211,2.293368842,2.389346998,2.286953002
,,2021/8/11 22:00,2.28125,2.347640099,2.336926972,2.274079731,2.288420269
,,2021/8/11 23:00,2.22731,2.240588515,2.23914581,2.258948014,2.195671986
,,2021/8/12 0:00,2.17783,2.171695397,2.103605945,2.179464318,2.176195682
,,2021/8/12 1:00,2.1334,2.135493822,2.09378506,2.143538011,2.123261989
,,2021/8/12 2:00,2.09379,2.162989835,2.148471565,2.108983231,2.078596769
,,2021/8/12 3:00,2.05856,1.973911377,2.111843062,2.124880415,1.992239585
,,2021/8/12 4:00,2.02705,2.026669877,2.015982854,2.038267031,2.015832969
,,2021/8/12 5:00,1.99832,1.873604207,1.991342664,1.893192136,2.103447864
,,2021/8/12 6:00,1.97118,1.93846785,1.857635537,1.911579269,2.030780731
,,2021/8/12 7:00,1.94444,1.955501651,2.017885663,1.8807976,2.0080824
,,2021/8/12 8:00,1.91713,1.948449444,1.809965684,1.920326424,1.913933576
,,2021/8/12 9:00,1.88866,1.966486882,1.915716629,1.920841177,1.856478823
,,2021/8/12 10:00,1.85883,1.752637418,1.830430398,1.789434215,1.928225785
,,2021/8/12 11:00,1.82777,1.852375444,1.728032629,1.759409782,1.896130218
,,2021/8/12 12:00,1.79576,1.845926892,1.716348382,1.642086622,1.949433378
,,2021/8/12 13:00,1.76321,1.724363473,1.605454408,1.72610295,1.80031705
,,2021/8/12 14:00,1.73049,1.804797038,1.785728583,1.821281789,1.639698211
,,2021/8/12 15:00,1.69791,1.7702364,1.621398758,1.691339461,1.704480539
,,2021/8/12 16:00,1.66572,1.637199265,1.5733356,1.603783683,1.727656317
,,2021/8/12 17:00,1.6341,1.452179834,1.610332966,1.594378139,1.673821861
,,2021/8/12 18:00,1.60315,1.540116256,1.543316343,1.466832616,1.739467384
,,2021/8/12 19:00,1.57298,1.431520791,1.605797206,1.62937879,1.51658121
,,2021/8/12 20:00,1.54365,1.650558234,1.450617604,1.58968482,1.49761518
,,2021/8/12 21:00,1.51522,1.607254859,1.35943993,1.631700086,1.398739914
,,2021/8/12 22:00,1.48775,1.337390107,1.412945473,1.284998501,1.690501499
,,2021/8/12 23:00,1.46129,1.269675057,1.237221985,1.287829474,1.634750526
,,2021/8/13 0:00,1.43587,1.361706929,1.281851623,1.297706117,1.574033883
,,2021/8/13 1:00,1.4115,1.517187406,1.224837592,1.458912927,1.364087073
,,2021/8/13 2:00,1.38819,1.499713045,1.287812003,1.240427766,1.535952234
,,2021/8/13 3:00,1.36588,1.19532087,1.434841653,1.110271356,1.621488644
,,2021/8/13 4:00,1.3445,1.38431781,1.268209208,1.414294506,1.274705494
,,2021/8/13 5:00,1.32395,1.146829012,1.237943163,1.101327522,1.546572478
,,2021/8/13 6:00,1.30413,1.085128539,1.126533379,1.197831982,1.410428018
,,2021/8/13 7:00,1.28491,1.44750582,1.035400565,0.994566294,1.575253706
,,2021/8/13 8:00,1.26616,1.121259586,1.155342565,1.00142504,1.53089496
,,2021/8/13 9:00,1.24779,1.405079913,1.134902628,1.048712652,1.446867348
,,2021/8/13 10:00,1.22968,1.276210086,1.292225169,1.401164594,1.058195406
,,2021/8/13 11:00,1.21178,1.293053065,1.000982622,1.006684566,1.416875434
,,2021/8/13 12:00,1.19401,1.173678669,1.369253449,1.319598668,1.068421332
,,2021/8/13 13:00,1.17634,0.890541362,1.049415348,0.823971258,1.528708742
,,2021/8/13 14:00,1.15877,1.206405192,0.909321316,0.87814252,1.43939748
,,2021/8/13 15:00,1.14126,0.851984339,1.188603087,1.021521725,1.260998275
,,2021/8/13 16:00,1.12386,1.004433314,0.867833542,1.233084892,1.014635108
,,2021/8/13 17:00,1.10659,1.277636195,0.900712263,1.026582364,1.186597636
,,2021/8/13 18:00,1.08948,1.316911739,1.288464065,1.072688878,1.106271122
,,2021/8/13 19:00,1.07258,0.739949401,1.21982421,0.731448127,1.413711873
,,2021/8/13 20:00,1.05587,1.066576753,0.888003449,1.257936007,0.853803993
,,2021/8/13 21:00,1.03945,0.643440311,0.984382404,0.63667172,1.44222828
,,2021/8/13 22:00,1.02338,0.715342844,1.134896327,1.007944367,1.038815633
,,2021/8/13 23:00,1.0077,0.585090652,0.755269185,0.789435439,1.225964561
,,2021/8/14 0:00,0.99247,1.234480225,0.645803843,1.004724049,0.980215951
,,2021/8/14 1:00,0.97774,1.10049119,0.935822745,0.707091294,1.248388706
,,2021/8/14 2:00,0.96356,1.137353129,1.158114667,1.023177315,0.903942685
,,2021/8/14 3:00,0.95001,0.630551017,1.141905843,0.684281429,1.215738571
,,2021/8/14 4:00,0.93713,0.870306583,0.624597298,0.563171217,1.311088783
,,2021/8/14 5:00,0.92496,0.880018987,0.592135707,1.160047658,0.689872342
,,2021/8/14 6:00,0.91352,1.054201783,0.599165126,0.561071677,1.265968323
,,2021/8/14 7:00,0.90278,0.641565558,0.911434442,1.120578045,0.684981955
,,2021/8/14 8:00,0.89268,0.999078663,1.022384992,0.645475759,1.139884241
,,2021/8/14 9:00,0.88312,0.558620868,0.986113506,0.881535772,0.884704228
,,2021/8/14 10:00,0.87398,1.057533565,0.81194647,0.993177491,0.754782509
,,2021/8/14 11:00,0.8651,0.752791344,1.097990841,0.480835875,1.249364125
,,2021/8/14 12:00,0.85633,0.472962169,0.507529133,0.629980713,1.082679287
,,2021/8/14 13:00,0.84754,0.690812828,0.647573564,0.682502393,1.012577607
,,2021/8/14 14:00,0.83863,1.034542108,0.484334735,0.890156031,0.787103969
,,2021/8/14 15:00,0.82951,0.727453653,0.727571419,0.969686256,0.689333744
,,2021/8/14 16:00,0.82018,0.922743888,0.907120199,0.949419278,0.690940722
,,2021/8/14 17:00,0.81069,0.881982847,0.616539658,0.920762644,0.700617356
,,2021/8/14 18:00,0.80111,0.723002151,0.936561389,0.487384937,1.114835063
,,2021/8/14 19:00,0.79161,0.738231337,0.500455628,0.727451625,0.855768375
,,2021/8/14 20:00,0.78238,0.795947905,0.454222537,0.80302682,0.76173318
,,2021/8/14 21:00,0.7737,0.693572054,0.560852038,0.523540474,1.023859526
,,2021/8/14 22:00,0.76595,0.871531929,0.761425262,0.694107079,0.837792921
,,2021/8/14 23:00,0.7596,0.504906757,0.941067545,0.9534891,0.5657109
,,2021/8/15 0:00,0.7548,0.545901803,0.925638608,0.512898071,0.996701929
,,2021/8/15 1:00,0.75156,0.888914275,0.460062751,0.7324036,0.7707164
,,2021/8/15 2:00,0.74994,0.928453322,0.768729363,0.554529039,0.945350961
,,2021/8/15 3:00,0.74979,0.612318539,0.505247107,0.604123092,0.895456908
,,2021/8/15 4:00,0.7504,0.842933263,0.713657714,0.836953005,0.663846995
,,2021/8/15 5:00,0.75199,0.809113611,0.713496958,0.807877279,0.696102721
,,2021/8/15 6:00,0.75434,0.570446627,0.492306431,0.591239677,0.917440323
,,2021/8/15 7:00,0.7577,0.820728738,0.897924598,0.743765815,0.771634185
,,2021/8/15 8:00,0.7622,0.71126303,0.628002991,0.548288134,0.976111866
,,2021/8/15 9:00,0.76841,0.76841,0.76841,0.76841,0.76841
,,2021/8/15 10:00,0.77683,0.77683,0.77683,0.77683,0.77683
,,2021/8/15 11:00,0.78688,0.78688,0.78688,0.78688,0.78688
,,2021/8/15 12:00,0.79857,0.79857,0.79857,0.79857,0.79857
,,2021/8/15 13:00,0.81118,0.81118,0.81118,0.81118,0.81118
,,2021/8/15 14:00,0.82398,0.82398,0.82398,0.82398,0.82398
,,2021/8/15 15:00,0.83668,0.83668,0.83668,0.83668,0.83668
,,2021/8/15 16:00,0.85016,0.85016,0.85016,0.85016,0.85016
,,2021/8/15 17:00,0.86353,0.86353,0.86353,0.86353,0.86353
,,2021/8/15 18:00,0.87659,0.87659,0.87659,0.87659,0.87659
,,2021/8/15 19:00,0.89008,0.89008,0.89008,0.89008,0.89008
,,2021/8/15 20:00,0.90575,0.90575,0.90575,0.90575,0.90575
,,2021/8/15 21:00,0.92306,0.92306,0.92306,0.92306,0.92306
,,2021/8/15 22:00,0.94141,0.94141,0.94141,0.94141,0.94141
,,2021/8/15 23:00,0.95821,0.95821,0.95821,0.95821,0.95821
