烟花_舟山,,,,,,,,
时间1,实测,时间2,迭代次数1,迭代次数2,迭代次数3,迭代次数4,迭代次数5,
2021/7/23 12:00,4.52342,2021/7/17 20:00,0.54535,0.539552245,0.556999846,0.570992637,0.533570178,
2021/7/23 13:00,4.35395,2021/7/17 21:00,0.54476,0.54964965,0.561212166,0.565141657,0.491797361,
2021/7/23 14:00,4.16564,2021/7/17 22:00,0.54327,0.531440025,0.557621891,0.568464068,0.562107658,
2021/7/23 15:00,4.03382,2021/7/17 23:00,0.54125,0.560023129,0.513208872,0.55437311,0.502089094,
2021/7/23 16:00,3.86434,2021/7/18 0:00,0.53516,0.508647242,0.5225848,0.518571396,0.510404716,
2021/7/23 17:00,3.75136,2021/7/18 1:00,0.52791,0.488503066,0.499369727,0.512158998,0.549769373,
2021/7/23 18:00,3.82668,2021/7/18 2:00,0.51751,0.471797734,0.541111298,0.524757973,0.531513353,
2021/7/23 19:00,3.93967,2021/7/18 3:00,0.50707,0.51113306,0.530061819,0.495449654,0.456306436,
2021/7/23 19:30,3.88318,2021/7/18 4:00,0.49637,0.47002657,0.486244722,0.514656952,0.501047367,
2021/7/23 20:00,3.78902,2021/7/18 5:00,0.48575,0.468808448,0.501118858,0.479161866,0.478275431,
2021/7/23 20:30,3.60071,2021/7/18 6:00,0.47599,0.453772252,0.453410112,0.494944647,0.459868731,
2021/7/23 21:00,3.4689,2021/7/18 7:00,0.4701,0.420098857,0.470996764,0.463143179,0.427558472,
2021/7/23 21:30,3.58188,2021/7/18 8:00,0.46815,0.447476223,0.458754624,0.440323247,0.465093407,
2021/7/23 22:00,4.29926,2021/7/18 9:00,0.468,0.451601868,0.459341063,0.451549333,0.420500086,
2021/7/23 22:30,4.0996,2021/7/18 10:00,0.46729,0.490636557,0.427639389,0.459789917,0.488001976,
2021/7/23 23:00,3.8228,2021/7/18 11:00,0.46707,0.430654886,0.483309937,0.477949086,0.429643683,
2021/7/23 23:30,3.31912,2021/7/18 12:00,0.46322,0.414577404,0.446570525,0.477961722,0.422581953,
2021/7/24 0:00,3.72298,2021/7/18 13:00,0.4578,0.47065552,0.457924981,0.432241668,0.481648238,
2021/7/24 1:00,3.49609,2021/7/18 14:00,0.45325,0.440514694,0.422698994,0.471097301,0.418225751,
2021/7/24 2:00,4.74849,2021/7/18 15:00,0.44921,0.461566529,0.413786283,0.453701171,0.472619943,
2021/7/24 3:00,4.449,2021/7/18 16:00,0.44812,0.406150082,0.447623757,0.463598318,0.448285109,
2021/7/24 4:00,4.57152,2021/7/18 17:00,0.45656,0.463706444,0.447030657,0.447095515,0.454284838,
2021/7/24 5:00,4.77572,2021/7/18 18:00,0.47427,0.446051452,0.496758523,0.474088637,0.499245592,
2021/7/24 6:00,5.02529,2021/7/18 19:00,0.49339,0.482855048,0.448660477,0.448990266,0.475096773,
2021/7/24 7:00,5.22494,2021/7/18 20:00,0.50142,0.490767965,0.527600631,0.45626945,0.496875553,
2021/7/24 8:00,5.50174,2021/7/18 21:00,0.50907,0.471039046,0.476042097,0.526953451,0.459259047,
2021/7/24 9:00,6.27768,2021/7/18 22:00,0.51082,0.458540335,0.485842328,0.478685473,0.515977137,
2021/7/24 10:00,7.40303,2021/7/18 23:00,0.50819,0.522222504,0.496147048,0.511580313,0.510007912,
2021/7/24 11:00,6.75414,2021/7/19 0:00,0.5075,0.532379815,0.476149862,0.48953052,0.498038812,
2021/7/24 12:00,6.10072,2021/7/19 1:00,0.51004,0.493300527,0.460956306,0.530210426,0.505194125,
2021/7/24 13:00,6.37751,2021/7/19 2:00,0.52522,0.545660429,0.488010466,0.513015354,0.515108489,
2021/7/24 14:00,6.70423,2021/7/19 3:00,0.53795,0.529583936,0.55246678,0.544387023,0.487205045,
2021/7/24 15:00,6.52726,2021/7/19 4:00,0.54868,0.540459104,0.554217116,0.555288998,0.508689982,
2021/7/24 17:00,6.27768,2021/7/19 5:00,0.56217,0.519761014,0.513171567,0.570345985,0.552570461,
2021/7/24 19:00,7.45294,2021/7/19 6:00,0.57674,0.554802723,0.57947264,0.586173685,0.556074601,
2021/7/24 21:00,7.82957,2021/7/19 7:00,0.60128,0.559534621,0.575320324,0.611687664,0.574737027,
2021/7/24 23:00,8.10637,2021/7/19 8:00,0.63927,0.608303479,0.639849582,0.650316787,0.623937925,
2021/7/25 0:00,8.58282,2021/7/19 9:00,0.69779,0.677820847,0.647904392,0.687681168,0.703275558,
2021/7/25 1:00,7.35311,2021/7/19 10:00,0.73774,0.748249508,0.759382572,0.758041758,0.762803055,
2021/7/25 2:00,7.60268,2021/7/19 11:00,0.74879,0.7564027,0.701650636,0.762081841,0.74146956,
2021/7/25 3:00,6.20054,2021/7/19 12:00,0.7615,0.783624261,0.778156038,0.781566973,0.715366315,
2021/7/25 4:00,6.80405,2021/7/19 13:00,0.77359,0.793452262,0.791685586,0.795400501,0.732249476,
2021/7/25 5:00,6.65431,2021/7/19 14:00,0.78196,0.776533874,0.771346862,0.762095165,0.790931106,
2021/7/25 6:00,6.25046,2021/7/19 15:00,0.7918,0.738127905,0.798940512,0.784834321,0.773632249,
2021/7/25 7:00,5.85114,2021/7/19 16:00,0.7989,0.802339843,0.741074036,0.743366096,0.78053398,
2021/7/25 8:00,6.37751,2021/7/19 17:00,0.81504,0.823380582,0.843582166,0.829489456,0.790897306,
2021/7/25 9:00,6.72691,2021/7/19 18:00,0.83408,0.810900514,0.829824224,0.864189748,0.794955848,
2021/7/25 10:00,5.92828,2021/7/19 19:00,0.87115,0.824236518,0.890365019,0.864527266,0.829173332,
2021/7/25 11:00,5.85114,2021/7/19 20:00,0.90042,0.874976545,0.859612643,0.833025612,0.934979552,
2021/7/25 12:00,5.82392,2021/7/19 21:00,0.94474,0.903429112,0.920599035,0.940709988,0.876654652,
2021/7/25 13:00,5.40191,2021/7/19 22:00,0.98535,0.940016231,1.006646906,0.929472659,1.019763707,
2021/7/25 14:00,5.17503,2021/7/19 23:00,1.02742,1.053496305,0.970161053,1.066403888,0.967107376,
2021/7/25 15:00,5.57435,2021/7/20 0:00,1.07657,1.11833432,1.075856771,0.983624985,1.039129294,
2021/7/25 16:00,5.0752,2021/7/20 1:00,1.12574,1.067975773,1.078021753,1.125862394,1.053145561,
2021/7/25 17:00,4.84832,2021/7/20 2:00,1.17232,1.20012541,1.122206063,1.182896528,1.221754825,
2021/7/25 18:00,5.04798,2021/7/20 3:00,1.21972,1.224986485,1.208319436,1.20916541,1.199584912,
2021/7/25 19:00,4.7258,2021/7/20 4:00,1.27469,1.252366068,1.239447127,1.313712206,1.266729385,
2021/7/25 20:00,4.49892,2021/7/20 5:00,1.35252,1.383631153,1.339622021,1.379954493,1.27269753,
2021/7/25 21:00,4.29926,2021/7/20 6:00,1.41018,1.427256988,1.319068209,1.466626987,1.432030971,
2021/7/25 22:00,4.07238,2021/7/20 7:00,1.48497,1.524736364,1.362816032,1.378946267,1.388979178,
2021/7/25 23:00,4.19943,2021/7/20 8:00,1.55788,1.559941254,1.609602419,1.615134341,1.48101026,
2021/7/26 0:00,4.29926,2021/7/20 9:00,1.62044,1.568170307,1.645590709,1.608741875,1.549100854,
2021/7/26 1:00,4.37186,2021/7/20 10:00,1.67794,1.737343294,1.733662428,1.745277753,1.732843672,
2021/7/26 2:00,4.04969,2021/7/20 11:00,1.74033,1.692276162,1.646057622,1.604328324,1.692178328,
2021/7/26 3:00,3.84549,2021/7/20 12:00,1.78707,1.676304664,1.689266725,1.843767977,1.80489502,
2021/7/26 4:00,3.42349,2021/7/20 13:00,1.82458,1.800413821,1.802281798,1.764877338,1.762809223,
2021/7/26 5:00,3.62315,2021/7/20 14:00,1.86658,1.931222784,1.782922851,1.766711748,1.730344124,
2021/7/26 6:00,3.34635,2021/7/20 15:00,1.91118,1.93344038,1.802128824,1.810410274,1.952482141,
2021/7/26 7:00,2.96972,2021/7/20 16:00,1.95529,1.963273961,1.899557534,1.95615258,2.029707197,
2021/7/26 8:00,3.29643,2021/7/20 17:00,1.99849,1.8811547,1.987692689,1.967742497,2.042893536,
2021/7/26 9:00,3.09678,2021/7/20 18:00,2.04052,2.00245518,2.12021569,2.017699584,1.944583391,
2021/7/26 10:00,3.97255,2021/7/20 19:00,2.09389,2.088696798,1.97795797,2.076547684,2.118435515,
2021/7/26 11:00,3.26921,2021/7/20 20:00,2.13778,2.094582602,2.121142967,2.116496124,1.995937962,
2021/7/26 12:00,3.37358,2021/7/20 21:00,2.18446,2.032665568,2.243821862,2.187848202,2.130096097,
2021/7/26 13:00,3.34635,2021/7/20 22:00,2.26213,2.078005931,2.102277656,2.185675228,2.342380613,
2021/7/26 15:00,3.04686,2021/7/20 23:00,2.3443,2.433861924,2.254871586,2.325933421,2.213198113,
2021/7/26 17:00,2.81998,2021/7/21 0:00,2.41253,2.501645715,2.329099024,2.374170579,2.281777737,
2021/7/26 19:00,3.06955,2021/7/21 1:00,2.47667,2.275193244,2.546359007,2.405865461,2.281619776,
2021/7/26 21:00,2.84721,2021/7/21 2:00,2.53519,2.464861285,2.399961051,2.388041406,2.322777945,
2021/7/26 23:00,2.81998,2021/7/21 3:00,2.58873,2.624885333,2.593604308,2.687425213,2.678048432,
2021/7/27 0:00,2.84721,2021/7/21 4:00,2.64678,2.710777653,2.555864205,2.750065802,2.446671235,
2021/7/27 1:00,2.94703,2021/7/21 5:00,2.70922,2.707165965,2.467852315,2.64870696,2.592867979,
2021/7/27 2:00,2.67024,2021/7/21 6:00,2.76258,2.729284708,2.803271979,2.603819183,2.648657377,
2021/7/27 3:00,2.5931,2021/7/21 7:00,2.81812,2.849346563,2.866590736,2.927303455,2.67485085,
2021/7/27 4:00,2.47058,2021/7/21 8:00,2.87851,3.008682808,2.667771542,2.885903388,2.935764798,
2021/7/27 5:00,2.22101,2021/7/21 9:00,2.95163,2.880764181,3.04436591,2.851849731,2.818597041,
2021/7/27 6:00,2.01681,2021/7/21 10:00,3.03181,2.825851368,2.989774851,2.990530562,2.775386897,
2021/7/27 7:00,1.86707,2021/7/21 11:00,3.11416,2.921569492,3.204629942,2.996861447,2.844318655,
2021/7/27 8:00,1.81715,2021/7/21 12:00,3.18322,3.166122385,2.983573284,3.118236446,2.956380124,
2021/7/27 9:00,2.01681,2021/7/21 13:00,3.25353,3.370258061,3.084145904,3.172540862,3.100161769,
2021/7/27 10:00,2.39344,2021/7/21 14:00,3.31196,3.011766808,3.138334259,3.028800276,3.347501104,
2021/7/27 11:00,2.44335,2021/7/21 15:00,3.36583,3.482892291,3.484150449,3.154212019,3.511739381,
2021/7/27 13:00,2.27092,2021/7/21 16:00,3.41519,3.282431532,3.363822785,3.576304343,3.486030699,
2021/7/27 15:00,2.19378,2021/7/21 17:00,3.46797,3.446508178,3.127073529,3.581812622,3.175500501,
2021/7/27 17:00,2.11664,2021/7/21 18:00,3.50176,3.302559685,3.607756326,3.497088338,3.342067303,
2021/7/27 19:00,1.91698,2021/7/21 19:00,3.5559,3.678227445,3.55446347,3.562683865,3.689749642,
2021/7/27 21:00,2.09395,2021/7/21 20:00,3.60328,3.649928429,3.418007818,3.389987012,3.261397678,
2021/7/27 23:00,1.64472,2021/7/21 21:00,3.6468,3.479593695,3.470852819,3.668052171,3.516460176,
2021/7/28 0:00,2.11664,2021/7/21 22:00,3.67643,3.402689438,3.687430281,3.41892517,3.766579859,
2021/7/28 1:00,1.99412,2021/7/21 23:00,3.69722,3.618485912,3.355153097,3.567344466,3.866129955,
2021/7/28 2:00,1.69464,2021/7/22 0:00,3.70993,3.338361645,3.873349003,3.797084649,3.696360601,
2021/7/28 3:00,1.94421,2021/7/22 1:00,3.7205,3.87265668,3.472676615,3.871100448,3.709705487,
2021/7/28 4:00,1.66741,2021/7/22 2:00,3.73165,3.81334563,3.788101384,3.640052607,3.636213576,
2021/7/28 7:00,1.31801,2021/7/22 3:00,3.74303,3.679547593,3.398895807,3.749514691,3.62182512,
2021/7/28 9:00,1.2681,2021/7/22 4:00,3.76042,3.436665459,3.370271249,3.654599128,3.631598086,
2021/7/28 11:00,1.44053,2021/7/22 5:00,3.79375,3.491072584,3.972011489,3.899013475,3.414994699,
2021/7/28 13:00,1.59481,2021/7/22 6:00,3.81316,3.603076466,3.609381376,3.778810675,3.764983758,
2021/7/28 15:00,1.56758,2021/7/22 7:00,3.83275,4.025379371,3.527191023,3.797711226,3.674388345,
2021/7/28 17:00,1.36792,2021/7/22 8:00,3.8477,3.512309336,3.483669249,4.039144131,3.845931442,
2021/7/28 19:00,1.31801,2021/7/22 9:00,3.87391,3.805480682,3.693692726,3.686149467,3.942627932,
2021/7/28 21:00,1.44053,2021/7/22 10:00,3.88829,3.990493274,3.731399393,4.03463192,3.48243001,
2021/7/28 23:00,1.21818,2021/7/22 11:00,3.88747,3.783002051,3.866220299,3.93820761,4.043459254,
,,2021/7/22 12:00,3.88196,3.846990328,3.791533143,3.694212045,3.538894792,
,,2021/7/22 13:00,3.8808,3.479229927,3.564947563,3.509188338,3.782940652,
,,2021/7/22 14:00,3.87564,3.811091869,3.575405095,3.92970376,4.003471111,
,,2021/7/22 15:00,3.88697,3.491469529,3.510955513,3.850265255,3.700718773,
,,2021/7/22 16:00,3.91379,3.725959793,3.658907913,3.747453159,3.718783303,
,,2021/7/22 17:00,3.94399,3.959259642,3.500713155,3.9269704,3.533609516,
,,2021/7/22 18:00,3.98958,3.586245368,4.192386004,4.123380269,3.929753052,
,,2021/7/22 19:00,4.02125,4.245806845,3.586924509,3.713400416,3.924876562,
,,2021/7/22 20:00,4.04321,3.799453916,3.902883304,4.024764172,3.886848132,
,,2021/7/22 21:00,4.06266,3.698018141,3.759948733,4.235629996,4.206745697,
,,2021/7/22 22:00,4.07975,4.098644606,4.05504174,4.230503798,3.815635673,
,,2021/7/22 23:00,4.11035,4.273289418,4.341981229,4.276621694,4.281828148,
,,2021/7/23 0:00,4.11243,4.333314325,3.990242628,4.319773187,3.806648652,
,,2021/7/23 1:00,4.1159,3.988444147,4.317947808,3.690779229,3.669807008,
,,2021/7/23 2:00,4.12278,4.262050864,3.725307154,4.284835631,3.845901035,
,,2021/7/23 3:00,4.1558,4.389083143,3.896442705,3.862389217,3.846330905,
,,2021/7/23 4:00,4.15886,4.369751038,4.034478099,4.044398687,3.834036586,
,,2021/7/23 5:00,4.1848,4.313317852,3.989487734,4.374247586,3.979826,
,,2021/7/23 6:00,4.21514,3.821303429,4.395667925,4.227544964,4.361776327,
,,2021/7/23 7:00,4.22406,3.963856974,3.794500439,4.386642152,4.278915656,
,,2021/7/23 8:00,4.22838,4.17740032,4.436270939,3.766719237,4.162750067,
,,2021/7/23 9:00,4.25616,3.791269706,4.490030755,4.218146336,3.885013816,
,,2021/7/23 10:00,4.30789,4.113945222,4.124676464,3.931026028,4.396319001,
,,2021/7/23 11:00,4.34795,4.271921888,4.583236649,4.017548955,4.401462825,
,,2021/7/23 12:00,4.3503,4.538363923,4.026980037,4.410294423,4.458185613,
,,2021/7/23 13:00,4.32345,4.194840363,4.230253803,3.944317808,4.223186568,
,,2021/7/23 14:00,4.31464,3.927189483,3.995322663,4.149944009,4.186410831,
,,2021/7/23 15:00,4.32089,3.978765514,4.382501229,4.52996032,3.996264339,
,,2021/7/23 16:00,4.3392,4.583792966,4.122644158,4.397999304,3.85018994,
,,2021/7/23 17:00,4.40671,4.361691858,4.489003816,3.928204905,4.340457492,
,,2021/7/23 18:00,4.40804,3.965227271,4.406749718,4.368686241,4.277878852,
,,2021/7/23 19:00,4.4567,3.958876939,4.213918189,4.201149445,4.543266266,
,,2021/7/23 20:00,4.50238,4.028054217,4.115971236,4.229209706,4.312259218,
,,2021/7/23 21:00,4.59519,4.085734843,4.853875062,4.766922605,4.81316917,
,,2021/7/23 22:00,4.69845,4.444296211,4.2730338,4.68615996,4.378161154,
,,2021/7/23 23:00,4.77348,4.870058477,4.223874768,4.552802359,4.821422161,
,,2021/7/24 0:00,4.81805,4.30897616,4.835710429,5.016581333,4.94578681,
,,2021/7/24 1:00,4.85823,5.036629657,4.592249575,4.834524449,4.721497627,
,,2021/7/24 2:00,4.87262,4.984055865,5.142849145,4.58497224,4.609625677,
,,2021/7/24 3:00,4.88269,4.957564893,4.737557157,5.166379107,4.550257383,
,,2021/7/24 4:00,4.91252,5.042343617,4.466046826,5.053619896,4.679146474,
,,2021/7/24 5:00,4.96747,5.198580956,4.765629013,5.185449595,4.575761382,
,,2021/7/24 6:00,4.98476,4.941456112,4.482031354,4.963379425,5.106482364,
,,2021/7/24 7:00,5.02758,4.560975963,4.574509123,4.710454022,4.739284372,
,,2021/7/24 8:00,5.10041,4.751759581,4.721647138,5.097803466,4.921899106,
,,2021/7/24 9:00,5.20803,5.38513121,4.713863836,5.076511253,4.540952185,
,,2021/7/24 10:00,5.33672,5.425582482,5.400620685,5.348723251,5.076709949,
,,2021/7/24 11:00,5.52388,5.833615635,4.900239476,4.944555758,5.287606228,
,,2021/7/24 12:00,5.72914,5.135898214,5.630899698,5.636641025,5.524834853,
,,2021/7/24 13:00,5.89531,5.494917295,5.676290345,5.355012087,6.238399433,
,,2021/7/24 14:00,6.09021,6.367303117,6.223465925,5.872247474,6.162699623,
,,2021/7/24 15:00,6.37586,6.133463915,6.632416,5.650542271,6.606251968,
,,2021/7/24 16:00,6.66286,6.548628123,6.967367023,6.793307431,6.123602032,
,,2021/7/24 17:00,6.86855,6.389567153,6.773107166,7.247626256,7.152061717,
,,2021/7/24 18:00,7.04198,6.542949619,6.277286563,7.324490321,7.441493966,
,,2021/7/24 19:00,7.1496,6.864149461,6.901809382,6.735785188,6.473771023,
,,2021/7/24 20:00,7.39867,7.111034455,7.20295904,7.40829187,6.920367613,
,,2021/7/24 21:00,7.60061,6.795078034,7.346980852,7.241292796,7.612953626,
,,2021/7/24 22:00,7.74634,8.13274865,7.042427101,7.805570237,7.082799265,
,,2021/7/24 23:00,7.99421,8.012008907,8.173614315,7.19671011,8.280237672,
,,2021/7/25 0:00,8.16925,8.007021819,7.939388716,7.92539008,8.434435517,
,,2021/7/25 1:00,8.20594,7.692689074,8.265221405,8.036058228,8.345931215,
,,2021/7/25 2:00,8.19562,8.407621383,8.371323995,8.367039193,7.748358914,
,,2021/7/25 3:00,7.94808,8.124220492,8.093342428,8.077017761,7.563425995,
,,2021/7/25 4:00,7.56782,7.274295174,7.17598621,7.557434033,7.341512505,
,,2021/7/25 5:00,7.3526,6.989433498,7.278348226,7.58518162,7.263776781,
,,2021/7/25 6:00,7.1172,7.052843536,6.994329646,6.760797988,7.200723913,
,,2021/7/25 7:00,7.07313,6.812240298,7.266275172,7.205124023,6.973464871,
,,2021/7/25 8:00,6.99219,7.181370328,6.766696091,6.931595202,6.777343402,
,,2021/7/25 9:00,6.88982,7.066668727,6.9349038,6.582804351,7.084074213,
,,2021/7/25 10:00,6.65527,6.580904671,6.51253946,6.265271558,6.714731951,
,,2021/7/25 11:00,6.38245,6.128615976,6.370259626,6.292890187,6.363697094,
,,2021/7/25 12:00,6.09347,6.130336777,5.721480196,6.274324974,6.198331766,
,,2021/7/25 13:00,5.84421,5.666232322,5.495957174,5.919553762,5.82459343,
,,2021/7/25 14:00,5.63874,5.657200702,5.465315532,5.643384216,5.369639851,
,,2021/7/25 15:00,5.49939,5.641309275,5.59049148,5.075089846,5.2133518,
,,2021/7/25 16:00,5.35933,5.311048404,5.242267509,5.002983573,5.374850259,
,,2021/7/25 17:00,5.20152,5.304697297,4.993071895,5.131213541,5.158853882,
,,2021/7/25 18:00,4.96367,4.774457912,5.135290096,4.545862384,4.890078634,
,,2021/7/25 19:00,4.75003,4.841308285,4.881075019,4.450902108,4.931465097,
,,2021/7/25 20:00,4.622,4.693264005,4.320509142,4.2183423,4.218844472,
,,2021/7/25 21:00,4.58294,4.795004229,4.643987447,4.555839133,4.542954462,
,,2021/7/25 22:00,4.49779,4.195224768,4.125150211,4.683177945,4.487240994,
,,2021/7/25 23:00,4.44185,4.643071134,4.063614479,4.408571836,4.096452697,
,,2021/7/26 0:00,4.30292,4.496513045,4.24029336,3.913957184,4.403850836,
,,2021/7/26 1:00,4.10683,3.796479859,3.831664734,4.197951715,3.807196918,
,,2021/7/26 2:00,3.89896,3.673528352,3.834251279,3.527585968,3.980831405,
,,2021/7/26 3:00,3.70856,3.63712584,3.783760796,3.711664427,3.864754086,
,,2021/7/26 4:00,3.59897,3.679015267,3.474742023,3.658758574,3.51728312,
,,2021/7/26 5:00,3.51959,3.6534797,3.553412863,3.587658422,3.406996949,
,,2021/7/26 6:00,3.41166,3.241283482,3.089028733,3.472942504,3.244736485,
,,2021/7/26 7:00,3.30625,3.179199393,3.334969524,3.053488257,3.052144514,
,,2021/7/26 8:00,3.24262,2.929661906,2.985555161,3.339464794,3.206807151,
,,2021/7/26 9:00,3.19654,2.948300159,3.131229136,3.136079459,2.911804363,
