灿鸿_舟山,,,,,,,,,,,,
时间1,实测,时间2,Time10,Time15,Time20,Time25,Time30,,,,,
2021/7/9 18:00,0.95587,2021/7/9 22:00,1.3087,1.329213361,1.288186639,1.349726721,1.29844332,,,,,
2021/7/9 19:00,0.88928,2021/7/9 23:00,1.29244,1.288887617,1.295992383,1.285335234,1.294216191,,,,,
2021/7/9 20:00,0.88928,2021/7/10 0:00,1.27608,1.293396986,1.258763014,1.310713972,1.267421507,,,,,
2021/7/9 21:00,0.88928,2021/7/10 1:00,1.25982,1.234512844,1.285127156,1.209205689,1.272473578,,,,,
2021/7/9 22:00,0.92514,2021/7/10 2:00,1.24396,1.224380403,1.263539597,1.204800806,1.253749798,,,,,
2021/7/9 23:00,1.18125,2021/7/10 3:00,1.22876,1.192022352,1.265497648,1.155284703,1.247128824,,,,,
2021/7/10 0:00,1.18125,2021/7/10 4:00,1.21426,1.193905168,1.234614832,1.173550336,1.224437416,,,,,
2021/7/10 1:00,1.27857,2021/7/10 5:00,1.20033,1.211471377,1.189188623,1.222612755,1.194759311,,,,,
2021/7/10 2:00,1.59614,2021/7/10 6:00,1.18706,1.18749699,1.18662301,1.187933981,1.186841505,,,,,
2021/7/10 3:00,1.66273,2021/7/10 7:00,1.1745,1.160540037,1.188459963,1.146580074,1.181479982,,,,,
2021/7/10 4:00,1.66273,2021/7/10 8:00,1.16263,1.196263308,1.128996692,1.229896615,1.145813346,,,,,
2021/7/10 5:00,1.59614,2021/7/10 9:00,1.15133,1.168745171,1.133914829,1.186160341,1.142622415,,,,,
2021/7/10 6:00,1.53467,2021/7/10 10:00,1.13999,1.146104238,1.133875762,1.152218475,1.136932881,,,,,
2021/7/10 7:00,1.50394,2021/7/10 11:00,1.12919,1.10942561,1.14895439,1.089661219,1.139072195,,,,,
2021/7/10 8:00,1.40662,2021/7/10 12:00,1.11903,1.073790698,1.164269302,1.028551396,1.141649651,,,,,
2021/7/10 9:00,1.37589,2021/7/10 13:00,1.10976,1.109897609,1.109622391,1.110035218,1.109691195,,,,,
2021/7/10 10:00,1.24271,2021/7/10 14:00,1.10188,1.064787451,1.138972549,1.027694903,1.120426274,,,,,
2021/7/10 11:00,1.43735,2021/7/10 15:00,1.09645,1.092610272,1.100289728,1.088770545,1.098369864,,,,,
2021/7/10 12:00,1.66273,2021/7/10 16:00,1.09464,1.12046694,1.06881306,1.146293879,1.08172653,,,,,
2021/7/10 13:00,1.79078,2021/7/10 17:00,1.09421,1.050319106,1.138100894,1.006428212,1.116155447,,,,,
2021/7/10 14:00,1.79078,2021/7/10 18:00,1.09346,1.100059687,1.086860313,1.106659374,1.090160157,,,,,
2021/7/10 15:00,1.79078,2021/7/10 19:00,1.09228,1.038751418,1.145808582,0.985222837,1.119044291,,,,,
2021/7/10 16:00,1.79078,2021/7/10 20:00,1.09124,1.100452896,1.082027104,1.109665791,1.086633552,,,,,
2021/7/10 17:00,1.72931,2021/7/10 21:00,1.09283,1.114184776,1.071475224,1.135539553,1.082152612,,,,,
2021/7/10 18:00,1.91883,2021/7/10 22:00,1.08263,1.081444474,1.083815526,1.080258948,1.083222763,,,,,
2021/7/10 19:00,2.08274,2021/7/10 23:00,1.0756,1.0910142,1.0601858,1.106428399,1.0678929,,,,,
2021/7/10 20:00,2.11348,2021/7/11 0:00,1.07087,1.032906092,1.108833908,0.994942184,1.089851954,,,,,
2021/7/10 21:00,2.24153,2021/7/11 1:00,1.07462,1.072864431,1.076375569,1.071108862,1.075497784,,,,,
2021/7/10 22:00,2.36958,2021/7/11 2:00,1.08997,1.118781945,1.061158055,1.147593891,1.075564027,,,,,
2021/7/10 23:00,2.24153,2021/7/11 3:00,1.11853,1.134836522,1.102223478,1.151143044,1.110376739,,,,,
2021/7/11 0:00,2.11348,2021/7/11 4:00,1.15489,1.175639374,1.134140626,1.196388748,1.144515313,,,,,
2021/7/11 1:00,1.8881,2021/7/11 5:00,1.19428,1.146185121,1.242374879,1.098090243,1.218327439,,,,,
2021/7/11 2:00,1.72931,2021/7/11 6:00,1.23252,1.191467555,1.273572445,1.15041511,1.253046223,,,,,
2021/7/11 3:00,1.46809,2021/7/11 7:00,1.2708,1.284957947,1.256642053,1.299115894,1.263721026,,,,,
2021/7/11 4:00,1.37589,2021/7/11 8:00,1.31187,1.335114124,1.288625876,1.358358249,1.300247938,,,,,
2021/7/11 5:00,1.3093,2021/7/11 9:00,1.34699,1.343446449,1.350533551,1.339902898,1.348761775,,,,,
2021/7/11 6:00,1.3093,2021/7/11 10:00,1.37102,1.400798254,1.341241746,1.430576508,1.356130873,,,,,
2021/7/11 7:00,1.3093,2021/7/11 11:00,1.40474,1.415563008,1.393916992,1.426386016,1.399328496,,,,,
2021/7/11 8:00,1.40662,2021/7/11 12:00,1.45143,1.431287544,1.471572456,1.411145088,1.461501228,,,,,
2021/7/11 9:00,1.40662,2021/7/11 13:00,1.5101,1.499742114,1.520457886,1.489384227,1.515278943,,,,,
2021/7/11 10:00,1.37589,2021/7/11 14:00,1.5798,1.625814727,1.533785273,1.671829454,1.556792636,,,,,
2021/7/11 11:00,1.34003,2021/7/11 15:00,1.65219,1.599104749,1.705275251,1.546019499,1.678732625,,,,,
2021/7/11 12:00,1.27857,2021/7/11 16:00,1.72637,1.67137837,1.78136163,1.61638674,1.753865815,,,,,
2021/7/11 13:00,1.11466,2021/7/11 17:00,1.80926,1.796286303,1.822233697,1.783312607,1.815746848,,,,,
2021/7/11 14:00,1.11466,2021/7/11 18:00,1.89426,1.939045024,1.849474976,1.983830048,1.871867488,,,,,
2021/7/11 15:00,1.11466,2021/7/11 19:00,1.98585,1.950248507,2.021451493,1.914647014,2.003650746,,,,,
2021/7/11 16:00,1.21198,2021/7/11 20:00,2.07249,1.981480953,2.163499047,1.890471906,2.117994524,,,,,
2021/7/11 17:00,1.46809,2021/7/11 21:00,2.18037,2.234553069,2.126186931,2.288736137,2.153278466,,,,,
2021/7/11 18:00,1.59614,2021/7/11 22:00,2.2577,2.160323199,2.355076801,2.062946397,2.306388401,,,,,
2021/7/11 19:00,1.69346,2021/7/11 23:00,2.37658,2.431003092,2.322156908,2.485426185,2.349368454,,,,,
2021/7/11 20:00,1.85737,2021/7/12 0:00,2.51183,2.531734144,2.491925856,2.551638288,2.501877928,,,,,
2021/7/11 21:00,2.11348,2021/7/12 1:00,2.65592,2.661767683,2.650072317,2.667615366,2.652996159,,,,,
2021/7/11 22:00,2.2108,2021/7/12 2:00,2.80132,2.683082525,2.919557475,2.564845049,2.860438738,,,,,
2021/7/11 23:00,2.59496,2021/7/12 3:00,2.95018,3.006419262,2.893940738,3.062658524,2.922060369,,,,,
2021/7/12 0:00,2.72301,2021/7/12 4:00,3.11331,3.128581947,3.098038053,3.143853893,3.105674027,,,,,
2021/7/12 1:00,3.04571,2021/7/12 5:00,3.28519,3.372888371,3.197491629,3.460586741,3.241340815,,,,,
2021/7/12 2:00,3.20449,2021/7/12 6:00,3.48367,3.487639005,3.479700995,3.491608011,3.481685497,,,,,
2021/7/12 3:00,3.62451,2021/7/12 7:00,3.68505,3.573242965,3.796857035,3.46143593,3.740953517,,,,,
2021/7/12 4:00,3.78329,2021/7/12 8:00,3.90886,3.78236946,4.03535054,3.655878921,3.97210527,,,,,
2021/7/12 5:00,4.0394,2021/7/12 9:00,4.13691,4.129082019,4.144737981,4.121254038,4.140823991,,,,,
2021/7/12 6:00,4.3621,2021/7/12 10:00,4.34081,4.264033396,4.417586604,4.187256793,4.379198302,,,,,
2021/7/12 7:00,4.58747,2021/7/12 11:00,4.602,4.609948286,4.594051714,4.617896572,4.598025857,,,,,
2021/7/12 8:00,4.74626,2021/7/12 12:00,4.8927,4.73715362,5.04824638,4.581607239,4.97047319,,,,,
2021/7/12 9:00,5.19701,2021/7/12 13:00,5.20513,5.289993949,5.120266051,5.374857898,5.162698026,,,,,
2021/7/12 10:00,5.5197,2021/7/12 14:00,5.55358,5.594730431,5.512429569,5.635880862,5.533004784,,,,,
2021/7/12 11:00,5.80654,2021/7/12 15:00,5.94868,5.769315395,6.128044605,5.58995079,6.038362302,,,,,
2021/7/12 12:00,6.12924,2021/7/12 16:00,6.36751,6.546239456,6.188780544,6.724968912,6.278145272,,,,,
2021/7/12 13:00,6.61072,2021/7/12 17:00,6.81158,6.976608378,6.646551622,7.141636756,6.729065811,,,,,
2021/7/12 14:00,6.73877,2021/7/12 18:00,7.25894,7.19985672,7.31802328,7.140773439,7.28848164,,,,,
2021/7/12 15:00,7.06147,2021/7/12 19:00,7.66178,7.486394631,7.837165369,7.311009263,7.749472684,,,,,
2021/7/12 16:00,7.18952,2021/7/12 20:00,8.00026,8.005113302,7.995406698,8.009966604,7.997833349,,,,,
2021/7/12 17:00,7.06147,2021/7/12 21:00,8.38128,8.505007731,8.257552269,8.628735463,8.319416134,,,,,
2021/7/12 18:00,6.64145,2021/7/12 22:00,8.72667,8.511596986,8.941743014,8.296523973,8.834206507,,,,,
2021/7/12 19:00,7.44563,2021/7/12 23:00,9.04979,9.135171877,8.964408123,9.220553754,9.007099062,,,,,
2021/7/12 20:00,7.73759,2021/7/13 0:00,9.28558,9.428730167,9.142429833,9.571880334,9.214004917,,,,,
2021/7/12 21:00,8.15248,2021/7/13 1:00,9.33073,9.395811736,9.265648264,9.460893471,9.298189132,,,,,
2021/7/12 22:00,8.50591,2021/7/13 2:00,9.25975,8.983690736,9.535809264,8.707631471,9.397779632,,,,,
2021/7/12 23:00,8.66982,2021/7/13 3:00,9.17633,8.953686758,9.398973242,8.731043515,9.287651621,,,,,
2021/7/13 0:00,8.98739,2021/7/13 4:00,9.06736,9.237892836,8.896827164,9.408425671,8.982093582,,,,,
2021/7/13 1:00,8.98739,2021/7/13 5:00,8.84813,8.937261548,8.758998452,9.026393096,8.803564226,,,,,
2021/7/13 2:00,9.2435,2021/7/13 6:00,8.61483,8.588598868,8.641061132,8.562367735,8.627945566,,,,,
2021/7/13 3:00,9.46887,2021/7/13 7:00,8.41535,8.528859141,8.301840859,8.642368283,8.358595429,,,,,
2021/7/13 4:00,9.88889,2021/7/13 8:00,8.22261,8.029116241,8.416103759,7.835622482,8.31935688,,,,,
2021/7/13 5:00,10.17573,2021/7/13 9:00,8.03254,8.272497167,7.792582833,8.512454333,7.912561417,,,,,
2021/7/13 6:00,9.69425,2021/7/13 10:00,7.73292,7.886665409,7.579174591,8.040410818,7.656047296,,,,,
2021/7/13 7:00,9.05398,2021/7/13 11:00,7.5468,7.740814709,7.352785291,7.934829418,7.449792645,,,,,
2021/7/13 8:00,8.50591,2021/7/13 12:00,7.38028,7.373880887,7.386679113,7.367481774,7.383479557,,,,,
2021/7/13 9:00,8.02443,2021/7/13 13:00,7.22897,7.372641745,7.085298255,7.516313491,7.157134127,,,,,
2021/7/13 10:00,7.51221,2021/7/13 14:00,7.05996,6.785077229,7.334842771,6.510194458,7.197401386,,,,,
2021/7/13 11:00,7.25611,2021/7/13 15:00,6.86364,6.672342475,7.054937525,6.48104495,6.959288763,,,,,
2021/7/13 12:00,7.06147,2021/7/13 16:00,6.6145,6.56080827,6.66819173,6.50711654,6.641345865,,,,,
2021/7/13 13:00,6.7695,2021/7/13 17:00,6.33177,6.397308172,6.266231828,6.462846344,6.299000914,,,,,
2021/7/13 14:00,6.54925,2021/7/13 18:00,6.03006,5.831291962,6.228828038,5.632523923,6.129444019,,,,,
2021/7/13 15:00,5.90386,2021/7/13 19:00,5.73554,5.583882684,5.887197316,5.432225369,5.811368658,,,,,
2021/7/13 16:00,5.42238,2021/7/13 20:00,5.44751,5.416369933,5.478650067,5.385229867,5.463080033,,,,,
2021/7/13 17:00,4.97163,2021/7/13 21:00,5.18753,5.138298334,5.236761666,5.089066668,5.212145833,,,,,
,,2021/7/13 22:00,4.92933,4.836011368,5.022648632,4.742692735,4.975989316,,,,,
,,2021/7/13 23:00,4.69933,4.555844226,4.842815774,4.412358451,4.771072887,,,,,
,,2021/7/14 0:00,4.49809,4.562497211,4.433682789,4.626904423,4.465886394,,,,,
,,2021/7/14 1:00,4.31427,4.099467118,4.529072882,3.884664235,4.421671441,,,,,
,,2021/7/14 2:00,4.15017,4.190283569,4.110056431,4.230397138,4.130113216,,,,,
,,2021/7/14 3:00,4.00131,4.073912344,3.928707656,4.146514687,3.965008828,,,,,
,,2021/7/14 4:00,3.86769,3.953401651,3.781978349,4.039113302,3.824834174,,,,,
,,2021/7/14 5:00,3.74875,3.812385744,3.685114256,3.876021488,3.716932128,,,,,
,,2021/7/14 6:00,3.64142,3.489317081,3.793522919,3.337214162,3.71747146,,,,,
,,2021/7/14 7:00,3.54345,3.378830829,3.708069171,3.214211657,3.625759586,,,,,
,,2021/7/14 8:00,3.45492,3.43194117,3.47789883,3.408962339,3.466409415,,,,,
,,2021/7/14 9:00,3.3748,3.400008765,3.349591235,3.425217531,3.362195617,,,,,
,,2021/7/14 10:00,3.30138,3.281827473,3.320932527,3.262274946,3.311156264,,,,,
,,2021/7/14 11:00,3.2335,3.094655728,3.372344272,2.955811457,3.302922136,,,,,
,,2021/7/14 12:00,3.16938,3.064336216,3.274423784,2.959292432,3.221901892,,,,,
,,2021/7/14 13:00,3.10765,3.146132141,3.069167859,3.184614282,3.088408929,,,,,
,,2021/7/14 14:00,3.04738,2.947233271,3.147526729,2.847086541,3.097453365,,,,,
,,2021/7/14 15:00,2.98794,3.045428207,2.930451793,3.102916415,2.959195896,,,,,
,,2021/7/14 16:00,2.92894,2.903862756,2.954017244,2.878785512,2.941478622,,,,,
,,2021/7/14 17:00,2.87014,2.925812371,2.814467629,2.981484743,2.842303814,,,,,
,,2021/7/14 18:00,2.81146,2.751364891,2.871555109,2.691269782,2.841507555,,,,,
,,2021/7/14 19:00,2.75288,2.641820582,2.863939418,2.530761163,2.808409709,,,,,
,,2021/7/14 20:00,2.69443,2.637781131,2.751078869,2.581132262,2.722754434,,,,,
,,2021/7/14 21:00,2.6362,2.584563676,2.687836324,2.532927352,2.662018162,,,,,
,,2021/7/14 22:00,2.57829,2.650591414,2.505988586,2.722892828,2.542139293,,,,,
,,2021/7/14 23:00,2.5208,2.528878326,2.512721674,2.536956652,2.516760837,,,,,
,,2021/7/15 0:00,2.46387,2.405609674,2.522130326,2.347349348,2.493000163,,,,,
,,2021/7/15 1:00,2.40762,2.333834795,2.481405205,2.260049591,2.444512602,,,,,
,,2021/7/15 2:00,2.3522,2.399773531,2.304626469,2.447347062,2.328413235,,,,,
,,2021/7/15 3:00,2.29776,2.34496924,2.25055076,2.39217848,2.27415538,,,,,
,,2021/7/15 4:00,2.24448,2.186654474,2.302305526,2.128828948,2.273392763,,,,,
,,2021/7/15 5:00,2.19249,2.178147549,2.206832451,2.163805098,2.199661225,,,,,
,,2021/7/15 6:00,2.14192,2.106569142,2.177270858,2.071218283,2.159595429,,,,,
,,2021/7/15 7:00,2.09288,1.995047298,2.190712702,1.897214595,2.141796351,,,,,
,,2021/7/15 8:00,2.04542,2.022971907,2.067868093,2.000523814,2.056644046,,,,,
,,2021/7/15 9:00,1.99956,1.958668135,2.040451865,1.917776271,2.020005932,,,,,
,,2021/7/15 10:00,1.95528,1.884734406,2.025825594,1.814188813,1.990552797,,,,,
,,2021/7/15 11:00,1.91253,1.912887583,1.912172417,1.913245165,1.912351209,,,,,
,,2021/7/15 12:00,1.87122,1.853098279,1.889341721,1.834976558,1.88028086,,,,,
,,2021/7/15 13:00,1.83128,1.846381601,1.816178399,1.861483201,1.8237292,,,,,
,,2021/7/15 14:00,1.7926,1.82274575,1.76245425,1.8528915,1.777527125,,,,,
,,2021/7/15 15:00,1.75509,1.730340085,1.779839915,1.705590169,1.767464958,,,,,
,,2021/7/15 16:00,1.71867,1.642685318,1.794654682,1.566700637,1.756662341,,,,,
,,2021/7/15 17:00,1.68327,1.680717001,1.685822999,1.678164003,1.684546499,,,,,
,,2021/7/15 18:00,1.64882,1.593060171,1.704579829,1.537300341,1.676699915,,,,,
,,2021/7/15 19:00,1.6153,1.560967345,1.669632655,1.50663469,1.642466328,,,,,
,,2021/7/15 20:00,1.58266,1.583205476,1.582114524,1.583750951,1.582387262,,,,,
,,2021/7/15 21:00,1.55089,1.508927907,1.592852093,1.466965813,1.571871047,,,,,
,,2021/7/15 22:00,1.51995,1.52225573,1.51764427,1.52456146,1.518797135,,,,,
,,2021/7/15 23:00,1.48985,1.437439651,1.542260349,1.385029302,1.516055175,,,,,
,,2021/7/16 0:00,1.46055,1.472884927,1.448215073,1.485219854,1.454382537,,,,,
,,2021/7/16 1:00,1.43203,1.412824967,1.451235033,1.393619935,1.441632516,,,,,
,,2021/7/16 2:00,1.40426,1.411384887,1.397135113,1.418509774,1.400697556,,,,,
,,2021/7/16 3:00,1.3772,1.394928682,1.359471318,1.412657364,1.368335659,,,,,
,,2021/7/16 4:00,1.3508,1.354963011,1.346636989,1.359126022,1.348718495,,,,,
,,2021/7/16 5:00,1.325,1.349640844,1.300359156,1.374281687,1.312679578,,,,,
,,2021/7/16 6:00,1.29972,1.24777182,1.35166818,1.195823639,1.32569409,,,,,
,,2021/7/16 7:00,1.27492,1.226255678,1.323584322,1.177591357,1.299252161,,,,,
,,2021/7/16 8:00,1.25054,1.249577326,1.251502674,1.248614652,1.251021337,,,,,
,,2021/7/16 9:00,1.22653,1.200474103,1.252585897,1.174418206,1.239557949,,,,,
,,2021/7/16 10:00,1.20286,1.159239219,1.246480781,1.115618437,1.224670391,,,,,
,,2021/7/16 11:00,1.17949,1.150784313,1.208195687,1.122078627,1.193842843,,,,,
,,2021/7/16 12:00,1.1564,1.190738304,1.122061696,1.225076607,1.139230848,,,,,
,,2021/7/16 13:00,1.13357,1.130051343,1.137088657,1.126532686,1.135329329,,,,,
,,2021/7/16 14:00,1.11097,1.140193252,1.081746748,1.169416504,1.096358374,,,,,
,,2021/7/16 15:00,1.08862,1.049622706,1.127617294,1.010625412,1.108118647,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
