烟花_舟山,,,,,,,
时间1,实测,时间2,Time10,Time15,Time20,Time25,Time30
2021/7/23 6:00,4.08835,2021/7/17 14:00,0.51246,0.521829764,0.540569293,0.498405353,0.521829764
2021/7/23 7:00,4.03185,2021/7/17 15:00,0.50511,0.49113785,0.463193551,0.526068225,0.49113785
2021/7/23 8:00,3.86238,2021/7/17 16:00,0.50196,0.512044419,0.532213256,0.486833372,0.512044419
2021/7/23 9:00,3.84355,2021/7/17 17:00,0.51108,0.486112513,0.43617754,0.54853123,0.486112513
2021/7/23 10:00,4.12601,2021/7/17 18:00,0.52598,0.536950153,0.558890458,0.509524771,0.536950153
2021/7/23 11:00,4.63641,2021/7/17 19:00,0.53972,0.548076142,0.564788425,0.527185787,0.548076142
2021/7/23 12:00,4.52342,2021/7/17 20:00,0.54535,0.555049336,0.574448007,0.530800997,0.555049336
2021/7/23 13:00,4.35395,2021/7/17 21:00,0.54476,0.533891469,0.512154406,0.561062797,0.533891469
2021/7/23 14:00,4.16564,2021/7/17 22:00,0.54327,0.545420837,0.549722511,0.540043744,0.545420837
2021/7/23 15:00,4.03382,2021/7/17 23:00,0.54125,0.516472797,0.466918391,0.578415804,0.516472797
2021/7/23 16:00,3.86434,2021/7/18 0:00,0.53516,0.510951983,0.462535949,0.571472025,0.510951983
2021/7/23 17:00,3.75136,2021/7/18 1:00,0.52791,0.5391092,0.5615076,0.5111112,0.5391092
2021/7/23 18:00,3.82668,2021/7/18 2:00,0.51751,0.530520622,0.556541866,0.497994067,0.530520622
2021/7/23 19:00,3.93967,2021/7/18 3:00,0.50707,0.518016917,0.539910752,0.490649624,0.518016917
2021/7/23 19:30,3.88318,2021/7/18 4:00,0.49637,0.485796974,0.464650921,0.512229539,0.485796974
2021/7/23 20:00,3.78902,2021/7/18 5:00,0.48575,0.484918938,0.483256815,0.486996593,0.484918938
2021/7/23 20:30,3.60071,2021/7/18 6:00,0.47599,0.461976636,0.433949908,0.497010046,0.461976636
2021/7/23 21:00,3.4689,2021/7/18 7:00,0.4701,0.483497004,0.510291013,0.450004493,0.483497004
2021/7/23 21:30,3.58188,2021/7/18 8:00,0.46815,0.461017561,0.446752682,0.478848659,0.461017561
2021/7/23 22:00,4.29926,2021/7/18 9:00,0.468,0.465661407,0.460984222,0.471507889,0.465661407
2021/7/23 22:30,4.0996,2021/7/18 10:00,0.46729,0.447049867,0.406569601,0.4976502,0.447049867
2021/7/23 23:00,3.8228,2021/7/18 11:00,0.46707,0.479037911,0.502973732,0.449118134,0.479037911
2021/7/23 23:30,3.31912,2021/7/18 12:00,0.46322,0.450212712,0.424198135,0.482730933,0.450212712
2021/7/24 0:00,3.72298,2021/7/18 13:00,0.4578,0.439073378,0.401620135,0.485889933,0.439073378
2021/7/24 1:00,3.49609,2021/7/18 14:00,0.45325,0.43600362,0.40151086,0.47911957,0.43600362
2021/7/24 2:00,4.74849,2021/7/18 15:00,0.44921,0.447655458,0.444546374,0.451541813,0.447655458
2021/7/24 3:00,4.449,2021/7/18 16:00,0.44812,0.446376394,0.442889182,0.450735409,0.446376394
2021/7/24 4:00,4.57152,2021/7/18 17:00,0.45656,0.438622586,0.402747757,0.483466122,0.438622586
2021/7/24 5:00,4.77572,2021/7/18 18:00,0.47427,0.471195359,0.465046078,0.478881961,0.471195359
2021/7/24 6:00,5.02529,2021/7/18 19:00,0.49339,0.501544561,0.517853683,0.481158159,0.501544561
2021/7/24 7:00,5.22494,2021/7/18 20:00,0.50142,0.501277249,0.500991746,0.501634127,0.501277249
2021/7/24 8:00,5.50174,2021/7/18 21:00,0.50907,0.512592784,0.519638352,0.503785824,0.512592784
2021/7/24 9:00,6.27768,2021/7/18 22:00,0.51082,0.525368008,0.554464024,0.488997988,0.525368008
2021/7/24 10:00,7.40303,2021/7/18 23:00,0.50819,0.492730307,0.46181092,0.53137954,0.492730307
2021/7/24 11:00,6.75414,2021/7/19 0:00,0.5075,0.501165445,0.488496335,0.517001832,0.501165445
2021/7/24 12:00,6.10072,2021/7/19 1:00,0.51004,0.496125701,0.468297103,0.530911448,0.496125701
2021/7/24 13:00,6.37751,2021/7/19 2:00,0.52522,0.508309984,0.474489952,0.550585024,0.508309984
2021/7/24 14:00,6.70423,2021/7/19 3:00,0.53795,0.537534661,0.536703982,0.538573009,0.537534661
2021/7/24 15:00,6.52726,2021/7/19 4:00,0.54868,0.557829889,0.576129667,0.534955167,0.557829889
2021/7/24 17:00,6.27768,2021/7/19 5:00,0.56217,0.539142639,0.493087918,0.596711041,0.539142639
2021/7/24 19:00,7.45294,2021/7/19 6:00,0.57674,0.573094157,0.56580247,0.582208765,0.573094157
2021/7/24 21:00,7.82957,2021/7/19 7:00,0.60128,0.593134342,0.576843026,0.613498487,0.593134342
2021/7/24 23:00,8.10637,2021/7/19 8:00,0.63927,0.642997797,0.650453392,0.633678304,0.642997797
2021/7/25 0:00,8.58282,2021/7/19 9:00,0.69779,0.670222635,0.615087905,0.739141048,0.670222635
2021/7/25 1:00,7.35311,2021/7/19 10:00,0.73774,0.733695677,0.725607031,0.743806485,0.733695677
2021/7/25 2:00,7.60268,2021/7/19 11:00,0.74879,0.76208612,0.788678359,0.728845821,0.76208612
2021/7/25 3:00,6.20054,2021/7/19 12:00,0.7615,0.74733829,0.719014871,0.782742565,0.74733829
2021/7/25 4:00,6.80405,2021/7/19 13:00,0.77359,0.792234506,0.829523518,0.745623241,0.792234506
2021/7/25 5:00,6.65431,2021/7/19 14:00,0.78196,0.750687644,0.688142931,0.828868535,0.750687644
2021/7/25 6:00,6.25046,2021/7/19 15:00,0.7918,0.752949636,0.675248909,0.850075546,0.752949636
2021/7/25 7:00,5.85114,2021/7/19 16:00,0.7989,0.784256398,0.754969194,0.820865403,0.784256398
2021/7/25 8:00,6.37751,2021/7/19 17:00,0.81504,0.833375698,0.870047094,0.787536453,0.833375698
2021/7/25 9:00,6.72691,2021/7/19 18:00,0.83408,0.811774902,0.767164705,0.867537647,0.811774902
2021/7/25 10:00,5.92828,2021/7/19 19:00,0.87115,0.870432309,0.868996928,0.872226536,0.870432309
2021/7/25 11:00,5.85114,2021/7/19 20:00,0.90042,0.890423891,0.870431673,0.915414164,0.890423891
2021/7/25 12:00,5.82392,2021/7/19 21:00,0.94474,0.965232509,1.006217527,0.914001236,0.965232509
2021/7/25 13:00,5.40191,2021/7/19 22:00,0.98535,1.012330992,1.066292977,0.944878511,1.012330992
2021/7/25 14:00,5.17503,2021/7/19 23:00,1.02742,1.042846599,1.073699798,1.004280101,1.042846599
2021/7/25 15:00,5.57435,2021/7/20 0:00,1.07657,1.079235375,1.084566124,1.072571938,1.079235375
2021/7/25 16:00,5.0752,2021/7/20 1:00,1.12574,1.097662923,1.041508769,1.167855615,1.097662923
2021/7/25 17:00,4.84832,2021/7/20 2:00,1.17232,1.123586564,1.026119692,1.245420154,1.123586564
2021/7/25 18:00,5.04798,2021/7/20 3:00,1.21972,1.222977699,1.229493097,1.214833451,1.222977699
2021/7/25 19:00,4.7258,2021/7/20 4:00,1.27469,1.253940142,1.212440425,1.305814787,1.253940142
2021/7/25 20:00,4.49892,2021/7/20 5:00,1.35252,1.381074882,1.438184647,1.309687677,1.381074882
2021/7/25 21:00,4.29926,2021/7/20 6:00,1.41018,1.375251985,1.305395956,1.462572022,1.375251985
2021/7/25 22:00,4.07238,2021/7/20 7:00,1.48497,1.505135142,1.545465426,1.454722287,1.505135142
2021/7/25 23:00,4.19943,2021/7/20 8:00,1.55788,1.518348156,1.439284468,1.617177766,1.518348156
2021/7/26 0:00,4.29926,2021/7/20 9:00,1.62044,1.596022511,1.547187532,1.657066234,1.596022511
2021/7/26 1:00,4.37186,2021/7/20 10:00,1.67794,1.646161166,1.582603498,1.725608251,1.646161166
2021/7/26 2:00,4.04969,2021/7/20 11:00,1.74033,1.684632016,1.573236049,1.823876976,1.684632016
2021/7/26 3:00,3.84549,2021/7/20 12:00,1.78707,1.808323422,1.850830266,1.755189867,1.808323422
2021/7/26 4:00,3.42349,2021/7/20 13:00,1.82458,1.858405122,1.926055366,1.773842317,1.858405122
2021/7/26 5:00,3.62315,2021/7/20 14:00,1.86658,1.814645271,1.710775814,1.944482093,1.814645271
2021/7/26 6:00,3.34635,2021/7/20 15:00,1.91118,1.881238107,1.821354322,1.956092839,1.881238107
2021/7/26 7:00,2.96972,2021/7/20 16:00,1.95529,1.946168542,1.927925626,1.968972187,1.946168542
2021/7/26 8:00,3.29643,2021/7/20 17:00,1.99849,1.974182565,1.925567696,2.034951152,1.974182565
2021/7/26 9:00,3.09678,2021/7/20 18:00,2.04052,2.034210346,2.021591037,2.049984481,2.034210346
2021/7/26 10:00,3.97255,2021/7/20 19:00,2.09389,2.094921445,2.096984334,2.092342833,2.094921445
2021/7/26 11:00,3.26921,2021/7/20 20:00,2.13778,2.050976592,1.877369776,2.267985112,2.050976592
2021/7/26 12:00,3.37358,2021/7/20 21:00,2.18446,2.111466021,1.965478064,2.293950968,2.111466021
2021/7/26 13:00,3.34635,2021/7/20 22:00,2.26213,2.276121992,2.304105977,2.241142011,2.276121992
2021/7/26 15:00,3.04686,2021/7/20 23:00,2.3443,2.318741756,2.267625269,2.382637366,2.318741756
2021/7/26 17:00,2.81998,2021/7/21 0:00,2.41253,2.300122935,2.075308806,2.581140597,2.300122935
2021/7/26 19:00,3.06955,2021/7/21 1:00,2.47667,2.443425057,2.376935172,2.526537414,2.443425057
2021/7/26 21:00,2.84721,2021/7/21 2:00,2.53519,2.59715103,2.721073089,2.442248455,2.59715103
2021/7/26 23:00,2.81998,2021/7/21 3:00,2.58873,2.464971396,2.217454187,2.774367906,2.464971396
2021/7/27 0:00,2.84721,2021/7/21 4:00,2.64678,2.65919476,2.684024279,2.62815786,2.65919476
2021/7/27 1:00,2.94703,2021/7/21 5:00,2.70922,2.616158823,2.430036468,2.848811766,2.616158823
2021/7/27 2:00,2.67024,2021/7/21 6:00,2.76258,2.838350803,2.989892409,2.648923795,2.838350803
2021/7/27 3:00,2.5931,2021/7/21 7:00,2.81812,2.829642227,2.85268668,2.80083666,2.829642227
2021/7/27 4:00,2.47058,2021/7/21 8:00,2.87851,2.819798859,2.702376576,2.966576712,2.819798859
2021/7/27 5:00,2.22101,2021/7/21 9:00,2.95163,3.011039591,3.129858773,2.862515613,3.011039591
2021/7/27 6:00,2.01681,2021/7/21 10:00,3.03181,3.11306846,3.275585381,2.909922309,3.11306846
2021/7/27 7:00,1.86707,2021/7/21 11:00,3.11416,3.132260387,3.16846116,3.08700942,3.132260387
2021/7/27 8:00,1.81715,2021/7/21 12:00,3.18322,3.24798682,3.377520461,3.08606977,3.24798682
2021/7/27 9:00,2.01681,2021/7/21 13:00,3.25353,3.187433426,3.055240277,3.352674861,3.187433426
2021/7/27 10:00,2.39344,2021/7/21 14:00,3.31196,3.282020086,3.222140257,3.356869871,3.282020086
2021/7/27 11:00,2.44335,2021/7/21 15:00,3.36583,3.206417754,2.887593263,3.604948369,3.206417754
2021/7/27 13:00,2.27092,2021/7/21 16:00,3.41519,3.394290396,3.352491188,3.446539406,3.394290396
2021/7/27 15:00,2.19378,2021/7/21 17:00,3.46797,3.568743796,3.770291388,3.316809306,3.568743796
2021/7/27 17:00,2.11664,2021/7/21 18:00,3.50176,3.399470034,3.194890102,3.655194949,3.399470034
2021/7/27 19:00,1.91698,2021/7/21 19:00,3.5559,3.484737123,3.342411369,3.662644316,3.484737123
2021/7/27 21:00,2.09395,2021/7/21 20:00,3.60328,3.497909209,3.287167626,3.761336187,3.497909209
2021/7/27 23:00,1.64472,2021/7/21 21:00,3.6468,3.492241489,3.183124467,3.878637767,3.492241489
2021/7/28 0:00,2.11664,2021/7/21 22:00,3.67643,3.710899851,3.779839554,3.624725223,3.710899851
2021/7/28 1:00,1.99412,2021/7/21 23:00,3.69722,3.704346692,3.718600075,3.686529963,3.704346692
2021/7/28 2:00,1.69464,2021/7/22 0:00,3.70993,3.556740976,3.250362927,3.939713537,3.556740976
2021/7/28 3:00,1.94421,2021/7/22 1:00,3.7205,3.627278377,3.44083513,3.860332435,3.627278377
2021/7/28 4:00,1.66741,2021/7/22 2:00,3.73165,3.809469507,3.965108521,3.614920739,3.809469507
2021/7/28 7:00,1.31801,2021/7/22 3:00,3.74303,3.768892268,3.820616805,3.704236597,3.768892268
2021/7/28 9:00,1.2681,2021/7/22 4:00,3.76042,3.649434405,3.427463216,3.926898392,3.649434405
2021/7/28 11:00,1.44053,2021/7/22 5:00,3.79375,3.75372608,3.67367824,3.85378588,3.75372608
2021/7/28 13:00,1.59481,2021/7/22 6:00,3.81316,3.890011819,4.043715457,3.697882271,3.890011819
2021/7/28 15:00,1.56758,2021/7/22 7:00,3.83275,3.663053053,3.323659158,4.087295421,3.663053053
2021/7/28 17:00,1.36792,2021/7/22 8:00,3.8477,3.716912886,3.455338658,4.043880671,3.716912886
2021/7/28 19:00,1.31801,2021/7/22 9:00,3.87391,3.769954713,3.56204414,4.02984293,3.769954713
2021/7/28 21:00,1.44053,2021/7/22 10:00,3.88829,3.711709951,3.358549854,4.153160073,3.711709951
2021/7/28 23:00,1.21818,2021/7/22 11:00,3.88747,3.878496901,3.860550704,3.900929648,3.878496901
,,2021/7/22 12:00,3.88196,3.832411795,3.733315384,3.956282308,3.832411795
,,2021/7/22 13:00,3.8808,3.710436472,3.369709415,4.136345292,3.710436472
,,2021/7/22 14:00,3.87564,3.744349514,3.481768543,4.072575729,3.744349514
,,2021/7/22 15:00,3.88697,3.967171915,4.127575746,3.766667127,3.967171915
,,2021/7/22 16:00,3.91379,3.741888181,3.398084542,4.171642729,3.741888181
,,2021/7/22 17:00,3.94399,3.973012513,4.03105754,3.90045623,3.973012513
,,2021/7/22 18:00,3.98958,4.011672725,4.055858176,3.956440912,4.011672725
,,2021/7/22 19:00,4.02125,4.070912353,4.17023706,3.94675647,4.070912353
,,2021/7/22 20:00,4.04321,3.925903615,3.691290844,4.219169578,3.925903615
,,2021/7/22 21:00,4.06266,4.070530262,4.086270785,4.050854607,4.070530262
,,2021/7/22 22:00,4.07975,4.187098243,4.401794729,3.918727635,4.187098243
,,2021/7/22 23:00,4.11035,3.95289912,3.637997359,4.34652632,3.95289912
,,2021/7/23 0:00,4.11243,4.118765342,4.131436027,4.102926987,4.118765342
,,2021/7/23 1:00,4.1159,4.141801313,4.193603938,4.077048031,4.141801313
,,2021/7/23 2:00,4.12278,4.0193654,3.812536201,4.277901899,4.0193654
,,2021/7/23 3:00,4.1558,4.118976316,4.045328948,4.211035526,4.118976316
,,2021/7/23 4:00,4.15886,4.261460344,4.466661031,4.004959485,4.261460344
,,2021/7/23 5:00,4.1848,4.15734903,4.102447089,4.225976456,4.15734903
,,2021/7/23 6:00,4.21514,4.146937123,4.01053137,4.317444315,4.146937123
,,2021/7/23 7:00,4.22406,4.013333996,3.591881987,4.540149006,4.013333996
,,2021/7/23 8:00,4.22838,4.15532097,4.009202909,4.337968546,4.15532097
,,2021/7/23 9:00,4.25616,4.043808787,3.619106362,4.574686819,4.043808787
,,2021/7/23 10:00,4.30789,4.385412127,4.540456382,4.191606809,4.385412127
,,2021/7/23 11:00,4.34795,4.188189416,3.868668249,4.587590876,4.188189416
,,2021/7/23 12:00,4.3503,4.473725478,4.720576435,4.165161783,4.473725478
,,2021/7/23 13:00,4.32345,4.376008798,4.481126394,4.244611803,4.376008798
,,2021/7/23 14:00,4.31464,4.351126825,4.424100475,4.259909763,4.351126825
,,2021/7/23 15:00,4.32089,4.297755502,4.251486505,4.355591748,4.297755502
,,2021/7/23 16:00,4.3392,4.140889948,3.744269844,4.636665078,4.140889948
,,2021/7/23 17:00,4.40671,4.272372046,4.003696137,4.608216931,4.272372046
,,2021/7/23 18:00,4.40804,4.413676555,4.424949666,4.399585167,4.413676555
,,2021/7/23 19:00,4.4567,4.516881754,4.637245261,4.36642737,4.516881754
,,2021/7/23 20:00,4.50238,4.461398825,4.379436475,4.563851763,4.461398825
,,2021/7/23 21:00,4.59519,4.423800549,4.081021646,4.852274177,4.423800549
,,2021/7/23 22:00,4.69845,4.824099125,5.075397376,4.509976312,4.824099125
,,2021/7/23 23:00,4.77348,4.647597753,4.395833258,4.962303371,4.647597753
,,2021/7/24 0:00,4.81805,4.820987002,4.826861007,4.813644497,4.820987002
,,2021/7/24 1:00,4.85823,4.621654591,4.148503774,5.213093113,4.621654591
,,2021/7/24 2:00,4.87262,4.798083376,4.649010127,4.984424936,4.798083376
,,2021/7/24 3:00,4.88269,5.016010406,5.282651218,4.682709391,5.016010406
,,2021/7/24 4:00,4.91252,4.929277345,4.962792035,4.887383983,4.929277345
,,2021/7/24 5:00,4.96747,4.941768289,4.890364866,5.006022567,4.941768289
,,2021/7/24 6:00,4.98476,4.784995955,4.385467865,5.284406067,4.784995955
,,2021/7/24 7:00,5.02758,4.825325766,4.420817299,5.330961351,4.825325766
,,2021/7/24 8:00,5.10041,5.038670582,4.915191746,5.193019127,5.038670582
,,2021/7/24 9:00,5.20803,5.038314856,4.698884568,5.462602716,5.038314856
,,2021/7/24 10:00,5.33672,5.105871118,4.644173355,5.682993323,5.105871118
,,2021/7/24 11:00,5.52388,5.353148665,5.011685994,5.779977003,5.353148665
,,2021/7/24 12:00,5.72914,5.808789605,5.968088816,5.609665592,5.808789605
,,2021/7/24 13:00,5.89531,5.711143968,5.342811904,6.171559048,5.711143968
,,2021/7/24 14:00,6.09021,6.224126212,6.491958636,5.889335682,6.224126212
,,2021/7/24 15:00,6.37586,6.376779563,6.37861869,6.374480655,6.376779563
,,2021/7/24 16:00,6.66286,6.374113949,5.796621847,7.095979077,6.374113949
,,2021/7/24 17:00,6.86855,7.062380082,7.450040246,6.577804877,7.062380082
,,2021/7/24 18:00,7.04198,6.913528445,6.656625334,7.234657333,6.913528445
,,2021/7/24 19:00,7.1496,7.062978515,6.889735546,7.279532227,7.062978515
,,2021/7/24 20:00,7.39867,7.153903448,6.664370344,7.765819828,7.153903448
,,2021/7/24 21:00,7.60061,7.731223378,7.992450133,7.404689934,7.731223378
,,2021/7/24 22:00,7.74634,7.605419312,7.323577936,7.957721032,7.605419312
,,2021/7/24 23:00,7.99421,7.719944282,7.171412847,8.405608576,7.719944282
,,2021/7/25 0:00,8.16925,8.28805723,8.525671691,7.991039155,8.28805723
,,2021/7/25 1:00,8.20594,8.056265084,7.756915253,8.430452373,8.056265084
,,2021/7/25 2:00,8.19562,8.087351781,7.870815342,8.358022329,8.087351781
,,2021/7/25 3:00,7.94808,7.770876538,7.416469614,8.213885193,7.770876538
,,2021/7/25 4:00,7.56782,7.658188959,7.838926878,7.432266561,7.658188959
,,2021/7/25 5:00,7.3526,7.348525863,7.340377588,7.358711206,7.348525863
,,2021/7/25 6:00,7.1172,7.029864782,6.855194346,7.248202827,7.029864782
,,2021/7/25 7:00,7.07313,6.819794205,6.313122614,7.453133693,6.819794205
,,2021/7/25 8:00,6.99219,6.794784196,6.399972589,7.288298705,6.794784196
,,2021/7/25 9:00,6.88982,6.835557395,6.727032185,6.971213907,6.835557395
,,2021/7/25 10:00,6.65527,6.784963703,7.04435111,6.460729445,6.784963703
,,2021/7/25 11:00,6.38245,6.292973764,6.114021291,6.516664354,6.292973764
,,2021/7/25 12:00,6.09347,5.980416877,5.75431063,6.263049685,5.980416877
,,2021/7/25 13:00,5.84421,5.747094299,5.552862898,5.989883551,5.747094299
,,2021/7/25 14:00,5.63874,5.742337535,5.949532604,5.483343698,5.742337535
,,2021/7/25 15:00,5.49939,5.419751302,5.260473907,5.618848046,5.419751302
,,2021/7/25 16:00,5.35933,5.420851588,5.543894763,5.267047619,5.420851588
,,2021/7/25 17:00,5.20152,5.009712633,4.6260979,5.48923105,5.009712633
,,2021/7/25 18:00,4.96367,4.985226969,5.028340906,4.931334547,4.985226969
,,2021/7/25 19:00,4.75003,4.531262285,4.093726854,5.078181573,4.531262285
,,2021/7/25 20:00,4.622,4.599385557,4.55415667,4.655921665,4.599385557
,,2021/7/25 21:00,4.58294,4.542160287,4.460600862,4.644109569,4.542160287
,,2021/7/25 22:00,4.49779,4.419139049,4.261837147,4.615766426,4.419139049
,,2021/7/25 23:00,4.44185,4.480984455,4.559253364,4.383148318,4.480984455
,,2021/7/26 0:00,4.30292,4.383940517,4.54598155,4.181389225,4.383940517
,,2021/7/26 1:00,4.10683,4.175195149,4.311925446,4.004282277,4.175195149
,,2021/7/26 2:00,3.89896,3.846231148,3.740773444,3.978053278,3.846231148
,,2021/7/26 3:00,3.70856,3.596663462,3.372870387,3.876404806,3.596663462
,,2021/7/26 4:00,3.59897,3.497667019,3.295061058,3.750924471,3.497667019
,,2021/7/26 5:00,3.51959,3.530278835,3.551656504,3.503556748,3.530278835
,,2021/7/26 6:00,3.41166,3.346311489,3.215614468,3.509682766,3.346311489
,,2021/7/26 7:00,3.30625,3.329107335,3.374822004,3.271963998,3.329107335
,,2021/7/26 8:00,3.24262,3.224276576,3.187589729,3.270135135,3.224276576
,,2021/7/26 9:00,3.19654,3.200887339,3.209582016,3.190018992,3.200887339
,,2021/7/26 10:00,3.14866,3.141151995,3.126135984,3.159922008,3.141151995
,,2021/7/26 11:00,3.0895,3.108516244,3.146548732,3.060975634,3.108516244
,,2021/7/26 12:00,3.03933,3.090016068,3.191388203,2.963300898,3.090016068
,,2021/7/26 13:00,2.9784,3.02467409,3.11722227,2.908988865,3.02467409
,,2021/7/26 14:00,2.90827,2.885347696,2.839503088,2.942653456,2.885347696
,,2021/7/26 15:00,2.83213,2.853437262,2.896051785,2.800169108,2.853437262
,,2021/7/26 16:00,2.76469,2.662724021,2.458792064,2.917638968,2.662724021
