烟花_台州,,,,,,,
时间1,实测,时间2,Time10,Time15,Time20,Time25,Time30
2021/7/21 22:00,3.76497,2021/7/16 5:00,0.54092,0.519175219,0.497430438,0.526980798,0.548725579
2021/7/21 23:00,4.00327,2021/7/16 6:00,0.53732,0.512247275,0.48717455,0.548612383,0.573685108
2021/7/22 0:00,3.8444,2021/7/16 7:00,0.52322,0.538023155,0.552826309,0.579819386,0.565016231
2021/7/22 1:00,4.05934,2021/7/16 8:00,0.50136,0.478986141,0.456612282,0.512502425,0.534876284
2021/7/22 2:00,3.6575,2021/7/16 9:00,0.47842,0.486536692,0.494653384,0.510942618,0.502825926
2021/7/22 3:00,3.87244,2021/7/16 10:00,0.45806,0.439733758,0.421407517,0.480866393,0.499192635
2021/7/22 4:00,3.81637,2021/7/16 11:00,0.43919,0.433879981,0.428569962,0.421710121,0.42702014
2021/7/22 5:00,4.16681,2021/7/16 12:00,0.42071,0.406924068,0.393138136,0.402264805,0.416050737
2021/7/22 6:00,3.6575,2021/7/16 13:00,0.40554,0.390180852,0.374821703,0.416349093,0.431708241
2021/7/22 7:00,4.11074,2021/7/16 14:00,0.39485,0.378400617,0.361951234,0.374897864,0.391347247
2021/7/22 8:00,4.32567,2021/7/16 15:00,0.38823,0.384306355,0.380382711,0.367919613,0.371843258
2021/7/22 9:00,4.48921,2021/7/16 16:00,0.38589,0.367174114,0.348458227,0.368138193,0.386854079
2021/7/22 10:00,4.32567,2021/7/16 17:00,0.38611,0.375328686,0.364547371,0.396119566,0.40690088
2021/7/22 11:00,4.05934,2021/7/16 18:00,0.38872,0.387841801,0.386963602,0.40193141,0.402809609
2021/7/22 12:00,4.19484,2021/7/16 19:00,0.40163,0.408639797,0.415649594,0.437767307,0.43075751
2021/7/22 13:00,4.30231,2021/7/16 20:00,0.41769,0.427257715,0.43682543,0.464899217,0.455331502
2021/7/22 14:00,4.05934,2021/7/16 21:00,0.43272,0.426020777,0.419321554,0.424553552,0.431252775
2021/7/22 15:00,3.73693,2021/7/16 22:00,0.45364,0.445363856,0.437087711,0.459076763,0.467352907
2021/7/22 16:00,3.68086,2021/7/16 23:00,0.46943,0.457610875,0.445791751,0.492382952,0.504202077
2021/7/22 17:00,4.08737,2021/7/17 0:00,0.48842,0.471175978,0.453931955,0.489825289,0.507069311
2021/7/22 18:00,4.46118,2021/7/17 1:00,0.50481,0.517862965,0.530915931,0.51840862,0.505355655
2021/7/22 19:00,4.73219,2021/7/17 2:00,0.51651,0.502708004,0.488906008,0.503873307,0.517675303
2021/7/22 20:00,4.81162,2021/7/17 3:00,0.52388,0.533399134,0.542918267,0.528705497,0.519186363
2021/7/22 21:00,4.35371,2021/7/17 4:00,0.52879,0.51839916,0.508008321,0.519642636,0.530033476
2021/7/22 22:00,4.11074,2021/7/17 5:00,0.52558,0.534760131,0.543940261,0.549433344,0.540253213
2021/7/22 23:00,4.11074,2021/7/17 6:00,0.51635,0.496296709,0.476243419,0.4922898,0.512343091
2021/7/23 0:00,4.46118,2021/7/17 7:00,0.50748,0.486202064,0.464924127,0.528474767,0.549752703
2021/7/23 1:00,4.70415,2021/7/17 8:00,0.50072,0.484564677,0.468409354,0.516124412,0.532279735
2021/7/23 2:00,4.86302,2021/7/17 9:00,0.49545,0.502859502,0.510269004,0.490904396,0.483494894
2021/7/23 3:00,4.54061,2021/7/17 10:00,0.48909,0.465425724,0.441761448,0.506643647,0.530307923
2021/7/23 4:00,4.83965,2021/7/17 11:00,0.48589,0.48882637,0.49176274,0.480180188,0.477243818
2021/7/23 5:00,4.11074,2021/7/17 12:00,0.48763,0.481248273,0.474866545,0.510969961,0.517351688
2021/7/23 6:00,5.07795,2021/7/17 13:00,0.49179,0.505514741,0.519239483,0.486953749,0.473229008
2021/7/23 7:00,5.16206,2021/7/17 14:00,0.50042,0.504518793,0.508617585,0.517165249,0.513066456
2021/7/23 8:00,4.75555,2021/7/17 15:00,0.51141,0.512708145,0.514006289,0.507035325,0.50573718
2021/7/23 9:00,4.05934,2021/7/17 16:00,0.51838,0.521857845,0.52533569,0.522283557,0.518805712
2021/7/23 10:00,5.05459,2021/7/17 17:00,0.52354,0.501573892,0.479607784,0.512027979,0.533994087
2021/7/23 11:00,5.53587,2021/7/17 18:00,0.53191,0.534006873,0.536103747,0.522283352,0.520186479
2021/7/23 12:00,4.89105,2021/7/17 19:00,0.54741,0.522007381,0.496604763,0.523916462,0.549319081
2021/7/23 13:00,5.85827,2021/7/17 20:00,0.56071,0.574795006,0.588880011,0.580855876,0.56677087
2021/7/23 14:00,5.45643,2021/7/17 21:00,0.56481,0.578186068,0.591562136,0.623807447,0.610431379
2021/7/23 15:00,5.53587,2021/7/17 22:00,0.56605,0.543397847,0.520745694,0.591272572,0.613924725
2021/7/23 16:00,5.50783,2021/7/17 23:00,0.56456,0.577971632,0.591383265,0.558896615,0.545484983
2021/7/23 17:00,4.91909,2021/7/18 0:00,0.55878,0.553137683,0.547495367,0.565390952,0.571033269
2021/7/23 18:00,5.16206,2021/7/18 1:00,0.55052,0.552592287,0.554664573,0.553333532,0.551261245
2021/7/23 19:00,4.91909,2021/7/18 2:00,0.54092,0.551583704,0.562247408,0.582611445,0.571947741
2021/7/23 21:00,5.83024,2021/7/18 3:00,0.53152,0.527442516,0.523365032,0.553943708,0.558021192
2021/7/23 23:00,4.67612,2021/7/18 4:00,0.52412,0.528553464,0.532986928,0.541037438,0.536603974
2021/7/24 0:00,4.86302,2021/7/18 5:00,0.51842,0.500101504,0.481783007,0.534919369,0.553237865
2021/7/24 1:00,5.02656,2021/7/18 6:00,0.5141,0.493026546,0.471953091,0.506682028,0.527755482
2021/7/24 2:00,5.24149,2021/7/18 7:00,0.51389,0.503318694,0.492747387,0.533966595,0.544537901
2021/7/24 3:00,6.39561,2021/7/18 8:00,0.51702,0.512915924,0.508811848,0.508537176,0.512641252
2021/7/24 4:00,6.23675,2021/7/18 9:00,0.52267,0.53604863,0.549427261,0.560812189,0.547433559
2021/7/24 5:00,6.12928,2021/7/18 10:00,0.52968,0.516806007,0.503932013,0.564153347,0.57702734
2021/7/24 6:00,6.34422,2021/7/18 11:00,0.53125,0.519180042,0.507110085,0.546549547,0.558619505
2021/7/24 7:00,6.55915,2021/7/18 12:00,0.52938,0.539843279,0.550306558,0.565348748,0.554885469
2021/7/24 8:00,7.01239,2021/7/18 13:00,0.52509,0.505891569,0.486693138,0.517238659,0.53643709
2021/7/24 9:00,7.17593,2021/7/18 14:00,0.51922,0.523463095,0.52770619,0.547530004,0.543286909
2021/7/24 10:00,7.6572,2021/7/18 15:00,0.51554,0.525329971,0.535119941,0.540948358,0.531158387
2021/7/24 11:00,7.4703,2021/7/18 16:00,0.51754,0.515566651,0.513593303,0.544675846,0.546649195
2021/7/24 12:00,7.63384,2021/7/18 17:00,0.52642,0.526013621,0.525607241,0.5431163,0.543522679
2021/7/24 13:00,6.61055,2021/7/18 18:00,0.53184,0.511314584,0.490789168,0.56352963,0.584055046
2021/7/24 14:00,8.30202,2021/7/18 19:00,0.53656,0.540042264,0.543524528,0.556128755,0.552646491
2021/7/24 15:00,7.74131,2021/7/18 20:00,0.53408,0.509674449,0.485268898,0.55391323,0.578318781
2021/7/24 16:00,8.06372,2021/7/18 21:00,0.52926,0.531169443,0.533078885,0.505015697,0.503106254
2021/7/24 17:00,8.16372,2021/7/18 22:00,0.5262,0.540021505,0.55384301,0.518025733,0.504204228
2021/7/24 18:00,8.34372,2021/7/18 23:00,0.52138,0.527415734,0.533451467,0.52353754,0.517501806
2021/7/24 19:00,9.67575,2021/7/19 0:00,0.51568,0.504834845,0.493989689,0.532731212,0.543576367
2021/7/24 20:00,9.40474,2021/7/19 1:00,0.51433,0.49635782,0.47838564,0.478662431,0.496634611
2021/7/24 21:00,9.40474,2021/7/19 2:00,0.5141,0.494041397,0.473982795,0.535479958,0.555538561
2021/7/24 22:00,9.21784,2021/7/19 3:00,0.50948,0.49577492,0.48206984,0.51628448,0.52998956
2021/7/24 22:30,8.70853,2021/7/19 4:00,0.50291,0.505229393,0.507548785,0.542633252,0.540313859
2021/7/24 23:00,7.20397,2021/7/19 5:00,0.49754,0.502984085,0.508428171,0.512191154,0.506747069
2021/7/24 23:30,7.79271,2021/7/19 6:00,0.4971,0.506822798,0.516545597,0.551411044,0.541688246
2021/7/25 0:00,7.25536,2021/7/19 7:00,0.50246,0.508338483,0.514216966,0.532205917,0.526327434
2021/7/25 1:00,7.11986,2021/7/19 8:00,0.50396,0.48832966,0.472699319,0.50099563,0.51662597
2021/7/25 2:00,6.66662,2021/7/19 9:00,0.50543,0.509745508,0.514061016,0.532088383,0.527772875
2021/7/25 3:00,6.53112,2021/7/19 10:00,0.51206,0.509408377,0.506756754,0.517561213,0.520212836
2021/7/25 4:00,6.04517,2021/7/19 11:00,0.51674,0.519399587,0.522059174,0.5563631,0.553703513
2021/7/25 5:00,5.64333,2021/7/19 12:00,0.52338,0.512635456,0.501890913,0.515731122,0.526475666
2021/7/25 6:00,5.05459,2021/7/19 13:00,0.53179,0.519958784,0.508127568,0.536419573,0.548250789
2021/7/25 7:00,4.73219,2021/7/19 14:00,0.54207,0.535670001,0.529270001,0.575592888,0.581992887
2021/7/25 8:00,4.48921,2021/7/19 15:00,0.56055,0.567773488,0.574996977,0.610930668,0.60370718
2021/7/25 9:00,4.0313,2021/7/19 16:00,0.58758,0.585020079,0.582460158,0.573811853,0.576371774
2021/7/25 10:00,3.76497,2021/7/19 17:00,0.6169,0.60853804,0.60017608,0.629967874,0.638329834
2021/7/25 11:00,4.16681,2021/7/19 18:00,0.6508,0.647934081,0.645068162,0.661340611,0.66420653
2021/7/25 12:00,5.24149,2021/7/19 19:00,0.67325,0.647119384,0.620988767,0.700885534,0.72701615
2021/7/25 13:00,5.88631,2021/7/19 20:00,0.70355,0.713359029,0.723168057,0.749829945,0.740020916
2021/7/25 14:00,6.18068,2021/7/19 21:00,0.74609,0.718519888,0.690949777,0.763738408,0.79130852
2021/7/25 15:00,6.07321,2021/7/19 22:00,0.7865,0.775710048,0.764920096,0.829483294,0.840273246
2021/7/25 16:00,6.88156,2021/7/19 23:00,0.81643,0.808803752,0.801177504,0.801453747,0.809079995
2021/7/25 17:00,5.99378,2021/7/20 0:00,0.93478,0.905260462,0.875740925,0.929838583,0.959358121
2021/7/25 18:00,5.40036,2021/7/20 1:00,0.968275,0.974715603,0.981156207,1.059557257,1.053116654
2021/7/25 19:00,5.5639,2021/7/20 2:00,0.999361,0.97993716,0.96051332,0.951398584,0.970822424
2021/7/25 20:00,5.77884,2021/7/20 3:00,1.040578,1.049899697,1.059221394,1.153485301,1.144163604
2021/7/25 21:00,5.18542,2021/7/20 4:00,1.091838,1.049818194,1.007798388,1.081995774,1.12401558
2021/7/25 22:00,4.97049,2021/7/20 5:00,1.14719,1.13105996,1.114929921,1.114754456,1.130884496
2021/7/25 23:00,4.75555,2021/7/20 6:00,1.190299,1.215393301,1.240487601,1.176935656,1.151841355
2021/7/25 23:30,4.56865,2021/7/20 7:00,1.247158,1.235539814,1.223921628,1.223201443,1.234819629
2021/7/26 0:00,4.24624,2021/7/20 8:00,1.299441,1.246247725,1.193054451,1.261998855,1.31519213
2021/7/26 1:00,3.87244,2021/7/20 9:00,1.338018,1.312430398,1.286842795,1.324994142,1.350581744
2021/7/26 3:00,3.19959,2021/7/20 10:00,1.385758,1.362065104,1.338372208,1.334638664,1.35833156
2021/7/26 5:00,2.92858,2021/7/20 11:00,1.445598,1.46781608,1.490034159,1.592229972,1.570011892
2021/7/26 7:00,3.57339,2021/7/20 12:00,1.497837,1.469631819,1.441426639,1.418967651,1.447172832
2021/7/26 9:00,2.87718,2021/7/20 13:00,1.540759,1.480985785,1.421212571,1.505171475,1.56494469
2021/7/26 11:00,2.49871,2021/7/20 14:00,1.58851,1.616070767,1.643631533,1.551311462,1.523750695
2021/7/26 13:00,2.84915,2021/7/20 15:00,1.642036,1.596056773,1.550077546,1.564476688,1.610455915
2021/7/26 15:00,2.66225,2021/7/20 16:00,1.692988,1.666499256,1.640010512,1.682011998,1.708500742
2021/7/26 17:00,2.41927,2021/7/20 17:00,1.745634,1.787924637,1.830215274,1.821226468,1.778935831
2021/7/26 19:00,2.74168,2021/7/20 18:00,1.794166,1.819201779,1.844237559,1.796990861,1.771955082
2021/7/26 21:00,2.01743,2021/7/20 19:00,1.862773,1.843714402,1.824655804,1.758240455,1.777299053
2021/7/26 23:00,2.58281,2021/7/20 20:00,1.925385,1.952547024,1.979709049,2.007613926,1.980451902
2021/7/26 23:30,2.49871,2021/7/20 21:00,1.979516,1.940613752,1.901711504,2.058914023,2.097816271
2021/7/27 0:00,2.1763,2021/7/20 22:00,2.036529,1.984480105,1.93243121,2.165539597,2.217588492
2021/7/27 1:00,1.96136,2021/7/20 23:00,2.11079,2.122502761,2.134215521,2.27357862,2.261865859
2021/7/27 3:00,1.90996,2021/7/21 0:00,2.183379,2.202104266,2.220829533,2.412395675,2.393670409
2021/7/27 5:00,1.69503,2021/7/21 1:00,2.254582,2.31008466,2.36558732,2.366293728,2.310791068
2021/7/27 7:00,1.88193,2021/7/21 2:00,2.319746,2.352825208,2.385904416,2.482768922,2.449689714
2021/7/27 9:00,1.66699,2021/7/21 3:00,2.38755,2.282025232,2.176500464,2.254871795,2.360396563
2021/7/27 11:00,1.53149,2021/7/21 4:00,2.4541,2.511367468,2.568634937,2.625843703,2.568576235
2021/7/27 13:00,1.74642,2021/7/21 5:00,2.523532,2.447388575,2.371245151,2.445271771,2.521415196
2021/7/27 15:00,1.55952,2021/7/21 6:00,2.583911,2.651040354,2.718169708,2.762780248,2.695650894
2021/7/27 17:00,1.74642,2021/7/21 7:00,2.654707,2.73105284,2.80739868,2.894256869,2.817911029
2021/7/27 19:00,1.69503,2021/7/21 8:00,2.723556,2.590629587,2.457703173,2.786160059,2.919086472
2021/7/27 21:00,1.45205,2021/7/21 9:00,2.802228,2.688780557,2.575333115,2.79062497,2.904072413
2021/7/27 23:00,1.66699,2021/7/21 10:00,2.890327,2.820198773,2.750070546,2.829642386,2.899770613
2021/7/28 0:00,1.45205,2021/7/21 11:00,2.984586,3.006995697,3.029405394,3.256624939,3.234215242
2021/7/28 1:00,1.18572,2021/7/21 12:00,3.07758,3.06938791,3.061195819,3.054833573,3.063025663
2021/7/28 3:00,1.10161,2021/7/21 13:00,3.163754,3.04582501,2.927896021,3.232394397,3.350323387
2021/7/28 5:00,0.99414,2021/7/21 14:00,3.25182,3.119338922,2.986857845,3.009766285,3.142247363
2021/7/28 7:00,0.88667,2021/7/21 15:00,3.336366,3.305783754,3.275201509,3.534792898,3.565375144
2021/7/28 9:00,1.15768,2021/7/21 16:00,3.419713,3.308510343,3.197307686,3.502584887,3.613787544
2021/7/28 11:00,1.29319,2021/7/21 17:00,3.502455,3.581430002,3.660405005,3.919096093,3.840121091
2021/7/28 13:00,0.99414,2021/7/21 18:00,3.559765,3.655505886,3.751246772,3.586480177,3.490739291
2021/7/28 15:00,0.88667,2021/7/21 19:00,3.63693,3.526196001,3.415462002,3.835386657,3.946120656
2021/7/28 17:00,0.97078,2021/7/21 20:00,3.719166,3.827663334,3.936160668,4.121785713,4.013288379
2021/7/28 19:00,1.18572,2021/7/21 21:00,3.794483,3.749735992,3.704988983,4.09736899,4.142115998
2021/7/28 21:00,1.29319,2021/7/21 22:00,3.862782,3.941351984,4.019921969,4.103584934,4.02501495
2021/7/28 23:00,1.15768,2021/7/21 23:00,3.920587,3.762647006,3.604707012,3.732128455,3.890068449
,,2021/7/22 0:00,3.97408,4.019798035,4.06551607,3.88199091,3.836272875
,,2021/7/22 1:00,4.02644,3.841609587,3.656779175,3.67233325,3.857163663
,,2021/7/22 2:00,4.079658,3.954150942,3.828643884,3.924845918,4.050352976
,,2021/7/22 3:00,4.130951,4.252316386,4.373681772,4.235059067,4.113693681
,,2021/7/22 4:00,4.180814,4.253013824,4.325213649,4.450346612,4.378146788
,,2021/7/22 5:00,4.230842,4.109875304,3.988908608,4.304463176,4.425429872
,,2021/7/22 6:00,4.269837,4.212060807,4.154284613,4.094512232,4.152288425
,,2021/7/22 7:00,4.306874,4.134288795,3.96170359,4.039478582,4.212063787
,,2021/7/22 8:00,4.347255,4.43283043,4.518405859,4.721683818,4.636108388
,,2021/7/22 9:00,4.389748,4.238375262,4.087002524,4.086310318,4.237683056
,,2021/7/22 10:00,4.432978,4.468600321,4.504222641,4.354100774,4.318478453
,,2021/7/22 11:00,4.441789,4.301620066,4.161451133,4.5854523,4.725621234
,,2021/7/22 12:00,4.450776,4.492235073,4.533694145,4.824413655,4.782954582
,,2021/7/22 13:00,4.453009,4.445851418,4.438693835,4.823274588,4.83043217
,,2021/7/22 14:00,4.455506,4.242847838,4.030189677,4.332846369,4.545504531
,,2021/7/22 15:00,4.461908,4.327003143,4.192098285,4.19310706,4.328011917
,,2021/7/22 16:00,4.471137,4.48019808,4.48925916,4.685090379,4.676029299
,,2021/7/22 17:00,4.500122,4.375489473,4.250856945,4.712088347,4.836720874
,,2021/7/22 18:00,4.549468,4.413311892,4.277155785,4.712162638,4.848318746
,,2021/7/22 19:00,4.607812,4.394725435,4.18163887,4.278437828,4.491524393
,,2021/7/22 20:00,4.612443,4.64409308,4.675743159,5.05562983,5.02397975
,,2021/7/22 21:00,4.619857,4.71413536,4.80841372,5.068990532,4.974712172
,,2021/7/22 22:00,4.637303,4.719136981,4.800970961,5.120407612,5.038573631
,,2021/7/22 23:00,4.643254,4.76250435,4.8817547,4.825290123,4.706039773
,,2021/7/23 0:00,4.657653,4.470950415,4.284247829,4.300085008,4.486787593
,,2021/7/23 1:00,4.669214,4.742807616,4.816401233,4.683314019,4.609720403
,,2021/7/23 2:00,4.681094,4.477768354,4.274442709,4.369757598,4.573083244
,,2021/7/23 3:00,4.686682,4.526201247,4.365720494,4.979842055,5.140322808
,,2021/7/23 4:00,4.689663,4.65978348,4.629903961,4.634042479,4.663921999
,,2021/7/23 5:00,4.696219,4.657913305,4.61960761,4.896667574,4.934973269
,,2021/7/23 6:00,4.695856,4.552802879,4.409749757,4.7336692,4.876722321
,,2021/7/23 7:00,4.709111,4.500651006,4.292191011,4.373274033,4.581734027
,,2021/7/23 8:00,4.726381,4.519362499,4.312343998,4.328597763,4.535616264
,,2021/7/23 9:00,4.749074,4.591279771,4.433485542,4.669637357,4.827431586
,,2021/7/23 10:00,4.77136,4.549091819,4.326823639,4.732697711,4.954965892
,,2021/7/23 11:00,4.799366,4.682829748,4.566293495,4.668230014,4.784766266
,,2021/7/23 12:00,4.843366,4.79334192,4.743317841,5.143675753,5.193699833
,,2021/7/23 13:00,4.894527,4.709140579,4.523754157,5.072710693,5.258097114
,,2021/7/23 14:00,4.943081,4.984156479,5.025231959,5.271558739,5.23048326
,,2021/7/23 15:00,5.000556,5.103977464,5.207398928,5.466546089,5.363124625
,,2021/7/23 16:00,5.066655,5.169772639,5.272890277,5.151796087,5.048678448
,,2021/7/23 17:00,5.13425,5.284064516,5.433879032,5.140741962,4.990927446
,,2021/7/23 18:00,5.157493,5.274505489,5.391517978,5.734784524,5.617772035
,,2021/7/23 19:00,5.206168,5.223243404,5.240318808,5.056480397,5.039404993
,,2021/7/23 20:00,5.276568,5.300149263,5.323730525,5.697067428,5.673486165
,,2021/7/23 21:00,5.350532,5.14389322,4.93725444,4.990276615,5.196915395
,,2021/7/23 22:00,5.458695,5.356628773,5.254562545,5.592847389,5.694913616
,,2021/7/23 23:00,5.550985,5.279035387,5.007085773,5.747248644,6.019198257
,,2021/7/24 0:00,5.63838,5.731350785,5.82432157,5.569321786,5.476351001
,,2021/7/24 1:00,5.700794,5.547744735,5.394695471,6.036328433,6.189377698
,,2021/7/24 2:00,5.768444,5.564380769,5.360317538,5.980673664,6.184736895
,,2021/7/24 3:00,5.843354,5.951877619,6.060401238,6.222705139,6.11418152
,,2021/7/24 4:00,5.936843,5.78645487,5.63606674,6.268786435,6.419174565
,,2021/7/24 5:00,6.32294355,6.065332072,5.807720594,5.956784491,6.214395969
,,2021/7/24 6:00,6.43816635,6.36015385,6.282141349,6.341225227,6.419237727
,,2021/7/24 7:00,6.5072007,6.560616071,6.614031443,7.152735156,7.099319785
,,2021/7/24 8:00,6.5864568,6.569604091,6.552751382,6.433857446,6.450710155
,,2021/7/24 9:00,6.7154703,6.672235213,6.629000126,6.894595146,6.937830233
,,2021/7/24 10:00,6.7974753,6.775016958,6.752558616,7.434371846,7.456830188
,,2021/7/24 11:00,6.85967205,7.037875292,7.216078533,7.689316819,7.511113577
,,2021/7/24 12:00,6.9425202,7.144634349,7.346748498,7.694133661,7.492019512
,,2021/7/24 13:00,7.08233295,7.019180401,6.956027851,7.27654038,7.339692929
,,2021/7/24 14:00,8.3254248,8.390839841,8.456254882,8.217495051,8.15208001
,,2021/7/24 15:00,8.5657836,8.169447895,7.773112189,8.02099831,8.417334015
,,2021/7/24 16:00,8.746386,8.406433659,8.066481318,7.98573559,8.325687931
,,2021/7/24 17:00,8.9077824,8.679528041,8.451273682,8.503972138,8.732226497
,,2021/7/24 18:00,9.0374724,9.238310399,9.439148398,9.675302166,9.474464167
,,2021/7/24 19:00,9.06279,8.697688933,8.332587866,9.416052241,9.781153308
,,2021/7/24 20:00,8.9792472,8.940518566,8.901789932,8.541267708,8.579996342
,,2021/7/24 21:00,8.8147488,8.686300601,8.557852403,9.334251998,9.462700197
,,2021/7/24 22:00,8.5799736,8.316773043,8.053572487,8.150879124,8.414079681
,,2021/7/24 23:00,8.276334,8.251894999,8.227455998,9.078263402,9.102702403
,,2021/7/25 0:00,7.234332,7.092895918,6.951459836,6.844956333,6.986392415
,,2021/7/25 1:00,6.956316,6.754862111,6.553408221,6.471686893,6.673140782
,,2021/7/25 2:00,6.695184,6.867422104,7.039660208,6.702356172,6.530118068
,,2021/7/25 3:00,5.37598,5.137204827,4.898429655,5.499894189,5.738669362
,,2021/7/25 4:00,5.18777,5.135206503,5.082643006,5.4940651,5.546628597
,,2021/7/25 5:00,5.01457,4.81001741,4.605464821,5.035522057,5.240074647
,,2021/7/25 6:00,4.85271,4.859741405,4.86677281,4.988048988,4.981017583
,,2021/7/25 7:00,4.71538,4.496362935,4.27734587,4.776675923,4.995692988
,,2021/7/25 8:00,4.60082,4.682747075,4.76467415,4.757383159,4.675456084
,,2021/7/25 9:00,4.50464,4.409698729,4.314757457,4.329617873,4.424559144
,,2021/7/25 10:00,4.42572,4.494099313,4.562478625,4.354948079,4.286568766
,,2021/7/25 11:00,4.36988,4.1998757,4.029871401,3.98814433,4.15814863
,,2021/7/25 12:00,4.33862,4.375299103,4.411978206,4.718839038,4.682159935
,,2021/7/25 13:00,4.34019,4.408488338,4.476786676,4.244793214,4.176494876
,,2021/7/25 14:00,4.36431,4.16358434,3.962858679,3.957557949,4.158283609
,,2021/7/25 15:00,4.3859,4.227825521,4.069751042,4.40461531,4.562689789
,,2021/7/25 16:00,4.42319,4.523382438,4.623574877,4.939470699,4.839278261
,,2021/7/25 17:00,4.46773,4.266916256,4.066102513,4.248133393,4.448947137
,,2021/7/25 18:00,4.47004,4.458131432,4.446222864,4.492913761,4.504822329
,,2021/7/25 19:00,4.46896,4.265726023,4.062492045,4.074750436,4.277984413
,,2021/7/25 20:00,4.46271,4.312087641,4.161465282,4.485600248,4.636222607
,,2021/7/25 21:00,4.43018,4.333425014,4.236670028,4.126467473,4.223222459
,,2021/7/25 22:00,4.37662,4.27243522,4.168250441,4.362356549,4.466541329
,,2021/7/25 23:00,4.28489,4.216368628,4.147847257,4.435242696,4.503764068
,,2021/7/26 0:00,4.16264,3.997334146,3.832028292,4.197199325,4.362505179
,,2021/7/26 1:00,4.00864,4.070641266,4.132642532,4.219322018,4.157320752
,,2021/7/26 2:00,3.84424,3.799195839,3.754151678,4.119635351,4.164679512
,,2021/7/26 3:00,3.6723,3.649884037,3.627468073,3.525771955,3.548187918
,,2021/7/26 4:00,3.52543,3.373497621,3.221565242,3.243935418,3.395867797
,,2021/7/26 5:00,3.42517,3.401193383,3.377216766,3.506767087,3.530743704
,,2021/7/26 6:00,3.30193,3.215697304,3.129464609,3.177443361,3.263676057
,,2021/7/26 7:00,3.2019,3.0923832,2.9828664,3.150567348,3.260084148
,,2021/7/26 8:00,3.13201,2.988670822,2.845331645,3.163293012,3.30663219
,,2021/7/26 9:00,3.08224,3.079315241,3.076390482,3.179804363,3.182729122
,,2021/7/26 10:00,3.05192,3.03110421,3.010288421,2.888083335,2.908899125
,,2021/7/26 11:00,3.03336,3.074686978,3.116013955,3.346247265,3.304920287
,,2021/7/26 12:00,3.02875,3.101965269,3.175180539,3.079062227,3.005846958
,,2021/7/26 13:00,3.02892,2.99930749,2.969694981,3.019783675,3.049396185
,,2021/7/26 14:00,3.03536,2.931953575,2.82854715,2.982918871,3.086325296
,,2021/7/26 15:00,3.00648,3.080498168,3.154516336,2.94002947,2.866011302
,,2021/7/26 16:00,2.97307,2.875934474,2.778798949,3.166382863,3.263518389
,,2021/7/26 17:00,2.9324,3.003481837,3.074563674,3.095892075,3.024810238
,,2021/7/26 18:00,2.85016,2.882097189,2.914034379,3.061128016,3.029190827
,,2021/7/26 19:00,2.76414,2.784087738,2.804035475,2.979131441,2.959183703
,,2021/7/26 20:00,2.68467,2.614882209,2.545094419,2.825987871,2.895775662
